entity_id,plate,composition_cluster,size_matched_acid_oer_same_reaction_for_borg_wrong_mechanical_rank,size_matched_borg_wrong_mechanical_for_acid_oer_same_reaction_rank,coverage_matched_acid_oer_same_reaction_vs_borg_wrong_mechanical,size_matched_acid_oer_same_reaction_for_obelix_wrong_ionic_rank,size_matched_obelix_wrong_ionic_for_acid_oer_same_reaction_rank,coverage_matched_acid_oer_same_reaction_vs_obelix_wrong_ionic,size_matched_orr_adjacent_oxygen_electrocatalysis_for_borg_wrong_mechanical_rank,size_matched_borg_wrong_mechanical_for_orr_adjacent_oxygen_electrocatalysis_rank,coverage_matched_orr_adjacent_oxygen_electrocatalysis_vs_borg_wrong_mechanical,size_matched_orr_adjacent_oxygen_electrocatalysis_for_obelix_wrong_ionic_rank,size_matched_obelix_wrong_ionic_for_orr_adjacent_oxygen_electrocatalysis_rank,coverage_matched_orr_adjacent_oxygen_electrocatalysis_vs_obelix_wrong_ionic,size_matched_ocx_adjacent_electrocatalysis_for_borg_wrong_mechanical_rank,size_matched_borg_wrong_mechanical_for_ocx_adjacent_electrocatalysis_rank,coverage_matched_ocx_adjacent_electrocatalysis_vs_borg_wrong_mechanical,size_matched_ocx_adjacent_electrocatalysis_for_obelix_wrong_ionic_rank,size_matched_obelix_wrong_ionic_for_ocx_adjacent_electrocatalysis_rank,coverage_matched_ocx_adjacent_electrocatalysis_vs_obelix_wrong_ionic,skill_matched_acid_oer_same_reaction_control,skill_matched_acid_oer_same_reaction_wrong_rank,skill_gap_acid_oer_same_reaction,skill_matched_orr_adjacent_oxygen_electrocatalysis_control,skill_matched_orr_adjacent_oxygen_electrocatalysis_wrong_rank,skill_gap_orr_adjacent_oxygen_electrocatalysis,skill_matched_ocx_adjacent_electrocatalysis_control,skill_matched_ocx_adjacent_electrocatalysis_wrong_rank,skill_gap_ocx_adjacent_electrocatalysis
tri-oer-325fba6d88c1af889af5,3496,tri-cluster-103,0.5336214040487747,0.33994317509174854,False,0.4688646856872262,0.6503492364152954,False,0.051438380490114836,0.6143601278560435,False,0.02598555700248609,0.8803717296081449,False,0.5136143009352433,0.7096602344027465,True,0.5353971824316325,0.9322244583875933,False,obelix_wrong_ionic,0.8923286373860542,0.038600822559953785,obelix_wrong_ionic,0.8923286373860542,0.047923009976355235,obelix_wrong_ionic,0.8923286373860542,0.02989679007899848
tri-oer-b2a74405221827fa116d,3496,tri-cluster-023,0.13685332070557593,0.2693263880667693,False,0.2126198650408429,0.0022493192849532377,False,0.3610749378477566,0.33905528590031964,False,0.4200307801586362,0.21581626612998697,False,0.44501006274416954,0.34722386646146564,False,0.4044039303894874,0.48123594175446904,False,obelix_wrong_ionic,0.2297857227418018,0.038600822559953785,obelix_wrong_ionic,0.2297857227418018,0.047923009976355235,obelix_wrong_ionic,0.2297857227418018,0.02989679007899848
tri-oer-687daca320f7e1639db0,3496,tri-cluster-039,0.4463123002249319,0.8446785841127027,False,0.46691132946608266,0.8272759559606961,False,0.9077779093169173,0.8417189534746063,False,0.7550609683911448,0.2960814490351604,False,0.3603646264946135,0.6008050195335622,False,0.45454007339883984,0.8262104889309814,False,obelix_wrong_ionic,0.2758967680833432,0.038600822559953785,obelix_wrong_ionic,0.2758967680833432,0.047923009976355235,obelix_wrong_ionic,0.2758967680833432,0.02989679007899848
tri-oer-46e5e97c69a278b48771,3496,tri-cluster-150,0.2145140286492246,0.6694684503373979,False,0.22741801823132474,0.002722860187048656,False,0.33526695868355627,0.4751982952527525,False,0.43447377767254647,0.3613117082988043,False,0.33858174499822424,0.5023085118977152,False,0.4581508227773174,0.6583402391381555,False,obelix_wrong_ionic,0.39883982478986624,0.038600822559953785,obelix_wrong_ionic,0.39883982478986624,0.047923009976355235,obelix_wrong_ionic,0.39883982478986624,0.02989679007899848
tri-oer-7bea02a1913296aac787,3496,tri-cluster-193,0.31999526459097904,0.5888481117556529,False,0.2869657866698236,0.1356694684503374,False,0.19557239256540784,0.6127619273114715,False,0.21321179116846217,0.2591452586717178,False,0.2677873801349592,0.4751982952527525,False,0.4206227062862555,0.3481709482656564,True,obelix_wrong_ionic,0.3959985793772937,0.038600822559953785,obelix_wrong_ionic,0.3959985793772937,0.047923009976355235,obelix_wrong_ionic,0.3959985793772937,0.02989679007899848
tri-oer-38597a9d28246bf4700e,3496,tri-cluster-228,0.09263643897241625,0.754883390552859,False,0.13146679294424055,0.9354208594767373,False,0.3220670060376465,0.2435776015153309,False,0.4269563158517817,0.5988516633124186,False,0.2600331478631467,0.23375162779685096,False,0.25553450929324023,0.6414703445010063,False,obelix_wrong_ionic,0.5171658577009589,0.038600822559953785,obelix_wrong_ionic,0.5171658577009589,0.047923009976355235,obelix_wrong_ionic,0.5171658577009589,0.02989679007899848
tri-oer-4d0d0250ef95f356aca2,3496,tri-cluster-228,0.1328282230377649,0.7535219604593347,False,0.13898425476500534,0.328992541730792,False,0.6159583284006156,0.2862554753166805,False,0.5946489878063218,0.522789155913342,True,0.29554871552030304,0.24257132709837811,False,0.25867171776962233,0.5071623061441932,False,obelix_wrong_ionic,0.5327335148573458,0.038600822559953785,obelix_wrong_ionic,0.5327335148573458,0.047923009976355235,obelix_wrong_ionic,0.5327335148573458,0.02989679007899848
tri-oer-0d7c75f1fc110518e0e6,3496,tri-cluster-160,0.3313602462412691,0.821711850361075,False,0.4476145377056943,0.36415295371137685,False,0.29406890020125487,0.3931573339647212,False,0.5011246596424767,0.4735409020954185,False,0.421806558541494,0.23286373860542203,True,0.3712560672428081,0.6141825500177578,True,obelix_wrong_ionic,0.42748904936663906,0.038600822559953785,obelix_wrong_ionic,0.42748904936663906,0.047923009976355235,obelix_wrong_ionic,0.42748904936663906,0.02989679007899848
tri-oer-572c14d2bce89ec22dab,3496,tri-cluster-209,0.9442997513910264,0.045637504439445954,False,0.9416952764295016,0.7187758967680833,False,0.9774476145377057,0.03308867053391737,True,0.9371966378595952,0.47502071741446666,False,0.51627796850953,0.03107612170001184,False,0.5101811293950514,0.0767136261394578,True,obelix_wrong_ionic,0.33260329110926956,0.038600822559953785,obelix_wrong_ionic,0.33260329110926956,0.047923009976355235,obelix_wrong_ionic,0.33260329110926956,0.02989679007899848
tri-oer-eb9da99697631ba98f3c,3496,tri-cluster-217,0.7818752219722979,0.5010654670297147,False,0.7502663667574286,0.5444536521842074,False,0.15620930507872618,0.6765123712560672,False,0.20995619746655617,0.3991949804664378,False,0.30738723807268853,0.7605658813780041,False,0.2195454007339884,0.9927785012430449,False,obelix_wrong_ionic,0.39067124422872024,0.038600822559953785,obelix_wrong_ionic,0.39067124422872024,0.047923009976355235,obelix_wrong_ionic,0.39067124422872024,0.02989679007899848
tri-oer-96c1f2d20fffc2fcfdba,3496,tri-cluster-113,0.13324257132709838,0.3058482301408784,False,0.1261394577956671,0.7024979282585533,False,0.569965668284598,0.4070675979637741,False,0.32751272641174384,0.20581271457322126,False,0.3823842784420504,0.4638925062152243,True,0.30016573931573337,0.4931336569196164,False,obelix_wrong_ionic,0.20723333727950752,0.038600822559953785,obelix_wrong_ionic,0.20723333727950752,0.047923009976355235,obelix_wrong_ionic,0.20723333727950752,0.02989679007899848
tri-oer-af9a3850c8a56395592d,3496,tri-cluster-150,0.1421806558541494,0.802888599502782,False,0.12442287202557122,0.0021309340594293834,False,0.25973718479933705,0.780987332780869,False,0.2392565407837102,0.24872735882561856,False,0.3584704628862318,0.6429501598200544,False,0.4616431869302711,0.3008168580561146,True,obelix_wrong_ionic,0.3533798981887061,0.038600822559953785,obelix_wrong_ionic,0.3533798981887061,0.047923009976355235,obelix_wrong_ionic,0.3533798981887061,0.02989679007899848
tri-oer-f7accd4dac3e332b83be,3496,tri-cluster-131,0.7863738605422044,0.46543151414703443,False,0.7922931218183971,0.8628507162306144,False,0.012371256067242807,0.12566591689357168,False,0.19941991239493312,0.8497691488102285,False,0.24914170711495207,0.1352551201610039,False,0.2468923878299988,0.898188706049485,False,obelix_wrong_ionic,0.8506570380016574,0.038600822559953785,obelix_wrong_ionic,0.8506570380016574,0.047923009976355235,obelix_wrong_ionic,0.8506570380016574,0.02989679007899848
tri-oer-e9a260a6e30500e8256b,3496,tri-cluster-172,0.780928140168107,0.3205279981058364,False,0.7849532378359181,0.7712205516751509,False,0.2307919971587546,0.09251805374689238,False,0.6819580916301645,0.7516869894637149,False,0.4432934769740736,0.04540073398839825,False,0.366461465609092,0.43382265893216526,False,obelix_wrong_ionic,0.7799810583639162,0.038600822559953785,obelix_wrong_ionic,0.7799810583639162,0.047923009976355235,obelix_wrong_ionic,0.7799810583639162,0.02989679007899848
tri-oer-06acef1f0b8f8e954f99,3496,tri-cluster-218,0.5173434355392447,0.15484787498520183,False,0.45696697052207885,0.5609091985320233,False,0.7094826565644607,0.5346276784657275,False,0.671836154847875,0.06724280809754943,False,0.5242097786196283,0.7155203030661773,True,0.5010062744169528,0.7725819817686753,True,obelix_wrong_ionic,0.043447377767254644,0.038600822559953785,obelix_wrong_ionic,0.043447377767254644,0.047923009976355235,obelix_wrong_ionic,0.043447377767254644,0.02989679007899848
tri-oer-ad685b9ac74a9e136c32,3496,tri-cluster-011,0.815910974310406,0.2541730791997159,False,0.8231324730673611,0.33301763939860307,False,0.8909672072925299,0.17757783828578194,False,0.8033621404048775,0.610749378477566,False,0.3838640937610986,0.22185391263170356,False,0.39108559251805375,0.5158044276074346,False,obelix_wrong_ionic,0.48170948265656444,0.038600822559953785,obelix_wrong_ionic,0.48170948265656444,0.047923009976355235,obelix_wrong_ionic,0.48170948265656444,0.02989679007899848
tri-oer-170213d029608f34e12a,3496,tri-cluster-054,0.6170237954303303,0.5397182431632532,False,0.6057771990055641,0.6566828459808216,False,0.9073043684148219,0.41884692790339767,False,0.8642121463241388,0.06854504557831183,False,0.28033621404048775,0.32046880549307444,False,0.35622114360127854,0.8360364626494613,False,obelix_wrong_ionic,0.05836391618326033,0.038600822559953785,obelix_wrong_ionic,0.05836391618326033,0.047923009976355235,obelix_wrong_ionic,0.05836391618326033,0.02989679007899848
tri-oer-cc0ba8d606e294015f3d,3496,tri-cluster-031,0.7696223511305789,0.050254528234876285,False,0.7683201136498164,0.484491535456375,False,0.7160530365810347,0.08399431750917485,True,0.8365691961643187,0.07606250739907659,False,0.501598200544572,0.06043565762992779,False,0.45092932402036223,0.07511542559488575,True,obelix_wrong_ionic,0.07511542559488575,0.038600822559953785,obelix_wrong_ionic,0.07511542559488575,0.047923009976355235,obelix_wrong_ionic,0.07511542559488575,0.02989679007899848
tri-oer-5cf10efb7348f013c1bf,3496,tri-cluster-125,0.2815200662957263,0.9751391026399905,False,0.3495915709719427,0.8213566946845033,False,0.9571445483603647,0.8163845152125014,False,0.7066414111518883,0.6862791523617853,False,0.3212383094589795,0.8438498875340358,False,0.4874511660944714,0.8262104889309814,False,obelix_wrong_ionic,0.48756955131999524,0.038600822559953785,obelix_wrong_ionic,0.48756955131999524,0.047923009976355235,obelix_wrong_ionic,0.48756955131999524,0.02989679007899848
tri-oer-0118213bcd4f2229ac02,3496,tri-cluster-237,0.5019533562211436,0.832248135432698,False,0.5720374097312655,0.8590031964010891,False,0.3140760033147863,0.4544808807860779,False,0.5433881851544927,0.8043092222090683,False,0.3456848585296555,0.23463951698827987,False,0.3952290754113887,0.6476855688410087,False,obelix_wrong_ionic,0.7718716704155322,0.038600822559953785,obelix_wrong_ionic,0.7718716704155322,0.047923009976355235,obelix_wrong_ionic,0.7718716704155322,0.02989679007899848
tri-oer-4e9df6704c8affb67490,3496,tri-cluster-183,0.5200662957262934,0.23416597608618445,True,0.5107138629099088,0.7491417071149521,True,0.05564105599621167,0.4357760151533089,False,0.17781460873682964,0.12927666627204926,False,0.29750207174144666,0.32887415650526813,True,0.2644725938202912,0.7828814963892506,True,obelix_wrong_ionic,0.19758494139931337,0.038600822559953785,obelix_wrong_ionic,0.19758494139931337,0.047923009976355235,obelix_wrong_ionic,0.19758494139931337,0.02989679007899848
tri-oer-7b25397f668eb7f3f819,3496,tri-cluster-064,0.6187995738131881,0.2982123830945898,False,0.6043565762992779,0.5884929560790814,False,0.7995738131881142,0.4078371019296792,False,0.6250739907659524,0.018468095181721322,False,0.2917011956907778,0.42772581981768676,False,0.3829170119569078,0.39007931810110097,False,obelix_wrong_ionic,0.04178998460992068,0.038600822559953785,obelix_wrong_ionic,0.04178998460992068,0.047923009976355235,obelix_wrong_ionic,0.04178998460992068,0.02989679007899848
tri-oer-78ad9d52ebb2bda4a267,3496,tri-cluster-031,0.6474487983899609,0.06404640700840535,False,0.7026163134840772,0.5926364389724162,False,0.781816029359536,0.08204096128803125,True,0.9109743104060614,0.3162069373742157,False,0.5174026281520067,0.07422753640345685,False,0.5014206227062863,0.0793181011009826,True,obelix_wrong_ionic,0.23973008168580562,0.038600822559953785,obelix_wrong_ionic,0.23973008168580562,0.047923009976355235,obelix_wrong_ionic,0.23973008168580562,0.02989679007899848
tri-oer-cd5c67bb42bfb29aecea,3496,tri-cluster-030,0.8888362732331005,0.3326624837220315,True,0.8807860778974784,0.5384160056824908,True,0.07517461820764769,0.48774712915828106,False,0.17544690422635256,0.3531431277376583,False,0.9657866698236061,0.3454480880786078,True,0.9657866698236061,0.955250384751983,True,obelix_wrong_ionic,0.33585888481117554,0.038600822559953785,obelix_wrong_ionic,0.33585888481117554,0.047923009976355235,obelix_wrong_ionic,0.33585888481117554,0.02989679007899848
tri-oer-4db2d22533626e6f8277,3496,tri-cluster-167,0.70853557476027,0.6711258434947318,False,0.7145732212619865,0.9907659524091393,False,0.5951225287084172,0.3263880667692672,False,0.6030543388185154,0.8734461939149994,False,0.40452231561501123,0.2623416597608618,False,0.39410441576891203,0.7123239019770332,False,obelix_wrong_ionic,0.8246714809991713,0.038600822559953785,obelix_wrong_ionic,0.8246714809991713,0.047923009976355235,obelix_wrong_ionic,0.8246714809991713,0.02989679007899848
