permutation,mean_mse_improvement,target,source
43,-0.5679233955035651,te_zt,te_power_factor
44,-0.19055021136474076,te_zt,te_power_factor
45,0.18855028293382964,te_zt,te_power_factor
46,-0.8617914514568288,te_zt,te_power_factor
47,-0.2452787015103049,te_zt,te_power_factor
48,-0.07364491051138845,te_zt,te_power_factor
49,0.3875534478999246,te_zt,te_power_factor
50,0.2939054885505097,te_zt,te_power_factor
51,-0.47661557898542783,te_zt,te_power_factor
52,0.634291800312415,te_zt,te_power_factor
53,0.15963973789025557,te_zt,te_power_factor
54,-0.05125332027962361,te_zt,te_power_factor
55,-0.37245222943493583,te_zt,te_power_factor
56,0.031992630449504386,te_zt,te_power_factor
57,0.011611085551497192,te_zt,te_power_factor
58,0.14307366556023648,te_zt,te_power_factor
59,0.16947083955234082,te_zt,te_power_factor
60,-0.25852964137102113,te_zt,te_power_factor
61,0.8286728035973303,te_zt,te_power_factor
62,0.4411527583586671,te_zt,te_power_factor
63,0.11396625267345553,te_zt,te_power_factor
64,0.6241117377060439,te_zt,te_power_factor
65,0.3765394417926644,te_zt,te_power_factor
66,-0.14960349382808613,te_zt,te_power_factor
67,0.3478424268245409,te_zt,te_power_factor
68,0.21031845708977856,te_zt,te_power_factor
69,0.035022234523722814,te_zt,te_power_factor
70,0.5062478533635885,te_zt,te_power_factor
71,-0.02417558666111233,te_zt,te_power_factor
72,0.35648203218862906,te_zt,te_power_factor
73,0.03852642758873005,te_zt,te_power_factor
74,-0.48439249455961547,te_zt,te_power_factor
75,0.07125750311693294,te_zt,te_power_factor
76,0.4621240274065495,te_zt,te_power_factor
77,-0.5076380070419372,te_zt,te_power_factor
78,0.5479054502965782,te_zt,te_power_factor
79,-0.6101462322858436,te_zt,te_power_factor
80,-0.06287396232167311,te_zt,te_power_factor
81,-0.7887668611089393,te_zt,te_power_factor
82,0.1146239385828135,te_zt,te_power_factor
83,-0.14631267501847847,te_zt,te_power_factor
84,0.9493409565817833,te_zt,te_power_factor
85,-0.06435288686098506,te_zt,te_power_factor
86,-0.38964261301609415,te_zt,te_power_factor
87,1.0000945759910729,te_zt,te_power_factor
88,0.042549749647004136,te_zt,te_power_factor
89,0.2722353284993869,te_zt,te_power_factor
90,0.9457900545465872,te_zt,te_power_factor
91,0.06971735670667059,te_zt,te_power_factor
92,-0.006658530926546402,te_zt,te_power_factor
93,-0.17667185967496604,te_zt,te_power_factor
94,0.08643846869228002,te_zt,te_power_factor
95,0.28521953326337446,te_zt,te_power_factor
96,-0.5239953636492289,te_zt,te_power_factor
97,0.17044751343091274,te_zt,te_power_factor
98,0.0035561386664927754,te_zt,te_power_factor
99,0.14595187030219914,te_zt,te_power_factor
100,-0.1847977501039297,te_zt,te_power_factor
101,-0.4435647193500401,te_zt,te_power_factor
102,0.4514608766788049,te_zt,te_power_factor
103,-0.2487709107477846,te_zt,te_power_factor
104,-0.20466417319977664,te_zt,te_power_factor
105,-0.5531839086654831,te_zt,te_power_factor
106,-0.02974681487461418,te_zt,te_power_factor
107,0.14125075485855948,te_zt,te_power_factor
108,-0.1444679546563719,te_zt,te_power_factor
109,0.3103457409322373,te_zt,te_power_factor
110,-0.31525527853203666,te_zt,te_power_factor
111,0.011044799632304824,te_zt,te_power_factor
112,-0.21249681377153867,te_zt,te_power_factor
113,-0.08662773621134194,te_zt,te_power_factor
114,0.8108871370265968,te_zt,te_power_factor
115,-0.7614076224397518,te_zt,te_power_factor
116,-0.30355771570356394,te_zt,te_power_factor
117,-1.2550399266594643,te_zt,te_power_factor
118,0.168528145645701,te_zt,te_power_factor
119,-0.11868754681090259,te_zt,te_power_factor
120,0.1028320992536063,te_zt,te_power_factor
121,0.3018618667220985,te_zt,te_power_factor
122,3.102694401119666,te_zt,te_power_factor
123,0.4527441946473442,te_zt,te_power_factor
124,-0.025541781047537054,te_zt,te_power_factor
125,-0.6864102615945962,te_zt,te_power_factor
126,-0.1307176422820108,te_zt,te_power_factor
127,0.24556485631863464,te_zt,te_power_factor
128,-0.20793000735651063,te_zt,te_power_factor
129,-0.8077221660083914,te_zt,te_power_factor
130,-0.11428854423834711,te_zt,te_power_factor
131,0.09545968032209608,te_zt,te_power_factor
132,0.1609462499326227,te_zt,te_power_factor
133,-0.011106122040532986,te_zt,te_power_factor
134,0.6122327298163692,te_zt,te_power_factor
135,0.018723084695292873,te_zt,te_power_factor
136,0.5281683735566162,te_zt,te_power_factor
137,-0.7157498516578571,te_zt,te_power_factor
138,0.0448175075687547,te_zt,te_power_factor
139,0.16114654452393512,te_zt,te_power_factor
140,-0.13356116141630672,te_zt,te_power_factor
141,-0.05801081435646743,te_zt,te_power_factor
142,-0.42165725784185526,te_zt,te_power_factor
143,0.18474407146220753,te_zt,te_power_factor
144,-0.9031809608037257,te_zt,te_power_factor
145,0.38430044517535544,te_zt,te_power_factor
146,0.21287371658575313,te_zt,te_power_factor
147,0.17843183455635445,te_zt,te_power_factor
148,0.34244788909365936,te_zt,te_power_factor
149,-0.6109414024031029,te_zt,te_power_factor
150,-0.074953262440066,te_zt,te_power_factor
151,-0.05477962227457598,te_zt,te_power_factor
152,0.6691187344976552,te_zt,te_power_factor
153,-0.41470922045017866,te_zt,te_power_factor
154,-0.44317196734436903,te_zt,te_power_factor
155,-0.07856465034800678,te_zt,te_power_factor
156,-0.5460485400414635,te_zt,te_power_factor
157,-0.05304193106492474,te_zt,te_power_factor
158,1.2525931808973902,te_zt,te_power_factor
159,-0.23880064428133235,te_zt,te_power_factor
160,-0.45773793081953534,te_zt,te_power_factor
161,0.0807001211359298,te_zt,te_power_factor
162,0.4117730909054201,te_zt,te_power_factor
163,0.46449365179539137,te_zt,te_power_factor
164,-0.32260175621455855,te_zt,te_power_factor
165,0.08679728467888781,te_zt,te_power_factor
166,0.5013212804456796,te_zt,te_power_factor
167,-0.5817325996819023,te_zt,te_power_factor
168,0.18930946712455202,te_zt,te_power_factor
169,0.038730883259556925,te_zt,te_power_factor
170,0.11143838474126326,te_zt,te_power_factor
171,0.4366826910523239,te_zt,te_power_factor
172,-0.4969478969284431,te_zt,te_power_factor
173,0.44617354440286333,te_zt,te_power_factor
174,0.3497476044166845,te_zt,te_power_factor
175,-0.7594062163706197,te_zt,te_power_factor
176,0.9042271845500494,te_zt,te_power_factor
177,-0.2512883472864865,te_zt,te_power_factor
178,0.11591183420690114,te_zt,te_power_factor
179,0.4421069635220675,te_zt,te_power_factor
180,0.06957407494387655,te_zt,te_power_factor
181,-0.3438680725736567,te_zt,te_power_factor
182,0.11957223662260016,te_zt,te_power_factor
183,0.2957600467296818,te_zt,te_power_factor
184,-0.12344573911145622,te_zt,te_power_factor
185,1.2452022672327359,te_zt,te_power_factor
186,0.020430848931373004,te_zt,te_power_factor
187,0.024373344669840202,te_zt,te_power_factor
188,1.0287888936994087,te_zt,te_power_factor
189,-1.6159781834621936,te_zt,te_power_factor
190,0.2820137812463924,te_zt,te_power_factor
191,0.1157267027726866,te_zt,te_power_factor
192,0.4066820562836503,te_zt,te_power_factor
193,-0.0046316585499627735,te_zt,te_power_factor
194,-0.8949394721267785,te_zt,te_power_factor
195,-0.02589339098035348,te_zt,te_power_factor
196,-0.44223786672446314,te_zt,te_power_factor
197,0.28334425359956067,te_zt,te_power_factor
198,0.06888210494102716,te_zt,te_power_factor
199,-0.10955856862561682,te_zt,te_power_factor
200,0.41108799776251015,te_zt,te_power_factor
201,-0.6247388704753088,te_zt,te_power_factor
202,-1.0397669837670473,te_zt,te_power_factor
203,0.5868214989508356,te_zt,te_power_factor
204,-0.3991354015538978,te_zt,te_power_factor
205,-0.2700364944900728,te_zt,te_power_factor
206,0.47635458506812267,te_zt,te_power_factor
207,0.08685052665919975,te_zt,te_power_factor
208,0.15758147499445246,te_zt,te_power_factor
209,-0.39714712130230445,te_zt,te_power_factor
210,-0.07573048065971058,te_zt,te_power_factor
211,0.35317249160622366,te_zt,te_power_factor
212,-0.19650729541150386,te_zt,te_power_factor
213,0.08592049320820123,te_zt,te_power_factor
214,-0.28703177647402495,te_zt,te_power_factor
215,-1.0154477217005737,te_zt,te_power_factor
216,0.0005386032564705711,te_zt,te_power_factor
217,-0.001633957324396501,te_zt,te_power_factor
218,-0.16353963877091188,te_zt,te_power_factor
219,-0.06278639231421014,te_zt,te_power_factor
220,0.4547663293619859,te_zt,te_power_factor
221,0.31776484170257074,te_zt,te_power_factor
222,-0.134786006599005,te_zt,te_power_factor
223,0.21651397247249013,te_zt,te_power_factor
224,-0.04623281000369268,te_zt,te_power_factor
225,0.3646212901560571,te_zt,te_power_factor
226,0.4809507791716937,te_zt,te_power_factor
227,0.36559184132454337,te_zt,te_power_factor
228,-0.007648842632189246,te_zt,te_power_factor
229,0.27332097876166,te_zt,te_power_factor
230,0.21790847687243153,te_zt,te_power_factor
231,1.41918493348607,te_zt,te_power_factor
232,1.003787239194112,te_zt,te_power_factor
233,0.32617167496173594,te_zt,te_power_factor
234,-0.14647556849897897,te_zt,te_power_factor
235,-0.19223738980470917,te_zt,te_power_factor
236,-0.5530398856424209,te_zt,te_power_factor
237,0.4190513407356248,te_zt,te_power_factor
238,0.27405738281110115,te_zt,te_power_factor
239,0.1975579597086765,te_zt,te_power_factor
240,-0.5895507585872799,te_zt,te_power_factor
241,0.07236467011074814,te_zt,te_power_factor
242,-0.24888658503889757,te_zt,te_power_factor
243,-0.10768864921123736,te_zt,te_power_factor
244,-0.005555474359544867,te_zt,te_power_factor
245,0.6158154158759455,te_zt,te_power_factor
246,0.10314028663470612,te_zt,te_power_factor
247,0.08226816604806321,te_zt,te_power_factor
248,1.0163662744904096,te_zt,te_power_factor
249,-0.07014252100437607,te_zt,te_power_factor
250,0.2310417053154076,te_zt,te_power_factor
251,0.007989831805158354,te_zt,te_power_factor
252,0.043329291608885254,te_zt,te_power_factor
253,-0.40866935375088004,te_zt,te_power_factor
254,-0.16909520515679372,te_zt,te_power_factor
255,-0.3752947774679072,te_zt,te_power_factor
256,-0.11937172042521185,te_zt,te_power_factor
257,-0.1766643088468642,te_zt,te_power_factor
258,-0.28940666726479825,te_zt,te_power_factor
259,0.3597133764400483,te_zt,te_power_factor
260,-0.09029789992788265,te_zt,te_power_factor
261,-0.44344777227138954,te_zt,te_power_factor
262,-0.3745540496045824,te_zt,te_power_factor
263,0.5211888921853917,te_zt,te_power_factor
264,0.15957026049639184,te_zt,te_power_factor
265,-0.09493840853482408,te_zt,te_power_factor
266,0.2236214777372784,te_zt,te_power_factor
267,0.10616180903929742,te_zt,te_power_factor
268,0.9837994909943729,te_zt,te_power_factor
269,-0.16641230513618804,te_zt,te_power_factor
270,0.12176283708737157,te_zt,te_power_factor
271,-0.31436379587239366,te_zt,te_power_factor
272,0.021308101836405736,te_zt,te_power_factor
273,0.16435418960311948,te_zt,te_power_factor
274,0.02141456896548786,te_zt,te_power_factor
275,-0.0548814955874118,te_zt,te_power_factor
276,-0.10584989414516036,te_zt,te_power_factor
277,-0.25312847392501203,te_zt,te_power_factor
278,-8.864180668596843e-06,te_zt,te_power_factor
279,-0.26412058759534085,te_zt,te_power_factor
280,-1.7358675422365457,te_zt,te_power_factor
281,0.1510954872215616,te_zt,te_power_factor
282,-0.5173362010363574,te_zt,te_power_factor
283,0.18837874537572308,te_zt,te_power_factor
284,0.5061916149167478,te_zt,te_power_factor
285,0.9729063487950838,te_zt,te_power_factor
286,0.03461063397218235,te_zt,te_power_factor
287,0.12309435069751448,te_zt,te_power_factor
288,-0.23987119804611184,te_zt,te_power_factor
289,-0.19626665749677122,te_zt,te_power_factor
290,-0.9126773641138998,te_zt,te_power_factor
291,0.26911697424439807,te_zt,te_power_factor
292,0.10535145206897478,te_zt,te_power_factor
293,0.1983008363950603,te_zt,te_power_factor
294,1.3317964987805189,te_zt,te_power_factor
295,0.05786552791186782,te_zt,te_power_factor
296,0.8358812440346723,te_zt,te_power_factor
297,0.38987680255440715,te_zt,te_power_factor
298,0.720146547264802,te_zt,te_power_factor
299,0.11873104140281292,te_zt,te_power_factor
300,-0.3936487370090561,te_zt,te_power_factor
301,0.43361056673472176,te_zt,te_power_factor
302,-0.014807623553170701,te_zt,te_power_factor
303,0.2832542815068124,te_zt,te_power_factor
304,-0.405903079941303,te_zt,te_power_factor
305,-0.2599348521149927,te_zt,te_power_factor
306,0.5127555588066771,te_zt,te_power_factor
307,-0.08474997109631201,te_zt,te_power_factor
308,0.37609122916641496,te_zt,te_power_factor
309,0.46453858643499313,te_zt,te_power_factor
310,0.6893177458131021,te_zt,te_power_factor
311,1.4082454544943483,te_zt,te_power_factor
312,0.026367481802489913,te_zt,te_power_factor
313,-0.25010048885510006,te_zt,te_power_factor
314,-0.2767771419814428,te_zt,te_power_factor
315,-0.34182761102804654,te_zt,te_power_factor
316,-0.30710223492067146,te_zt,te_power_factor
317,0.010200425051192674,te_zt,te_power_factor
318,-0.13746540596604123,te_zt,te_power_factor
319,0.35059419266757746,te_zt,te_power_factor
320,-0.42868966243473866,te_zt,te_power_factor
321,-0.4601601768130852,te_zt,te_power_factor
322,0.6395827188680553,te_zt,te_power_factor
323,0.44094006328514396,te_zt,te_power_factor
324,0.4093691249659973,te_zt,te_power_factor
325,-0.9254142210466643,te_zt,te_power_factor
326,0.007672920862392319,te_zt,te_power_factor
327,0.056821125290907194,te_zt,te_power_factor
328,-0.46715876646537347,te_zt,te_power_factor
329,-0.44836590157347017,te_zt,te_power_factor
330,-0.519645965600404,te_zt,te_power_factor
331,0.24695411944554765,te_zt,te_power_factor
332,0.14063455224304344,te_zt,te_power_factor
333,-0.22023607226491215,te_zt,te_power_factor
334,0.3799263523903904,te_zt,te_power_factor
335,0.23711278845318526,te_zt,te_power_factor
336,0.43111899252764496,te_zt,te_power_factor
337,-0.1994572741892099,te_zt,te_power_factor
338,-0.20270635919114585,te_zt,te_power_factor
339,0.005198735227044257,te_zt,te_power_factor
340,0.0747085966650361,te_zt,te_power_factor
341,-0.15314552713873156,te_zt,te_power_factor
342,-0.1865137529714552,te_zt,te_power_factor
343,0.05318207727666409,te_zt,te_power_factor
344,0.20553854175507907,te_zt,te_power_factor
345,-0.05605748480083548,te_zt,te_power_factor
346,-0.079113590356053,te_zt,te_power_factor
347,0.29605634721917073,te_zt,te_power_factor
348,-0.5798410172129517,te_zt,te_power_factor
349,-0.4326004739113877,te_zt,te_power_factor
350,0.412320874205066,te_zt,te_power_factor
351,0.24585850228967318,te_zt,te_power_factor
352,2.2581867206449453,te_zt,te_power_factor
353,0.0282275790985728,te_zt,te_power_factor
354,2.2518998760450737,te_zt,te_power_factor
355,0.7529354455984316,te_zt,te_power_factor
356,0.19994527547811372,te_zt,te_power_factor
357,0.1514749936617231,te_zt,te_power_factor
358,-0.017264572964012757,te_zt,te_power_factor
359,0.44693470261259893,te_zt,te_power_factor
360,1.9666442244712399,te_zt,te_power_factor
361,-0.24192105196982192,te_zt,te_power_factor
362,0.04875285326770422,te_zt,te_power_factor
363,0.43329452424945547,te_zt,te_power_factor
364,0.5892340980310385,te_zt,te_power_factor
365,0.030226916171059263,te_zt,te_power_factor
366,-0.5326587772625585,te_zt,te_power_factor
367,-0.1031050771815265,te_zt,te_power_factor
368,-0.10505653859458368,te_zt,te_power_factor
369,-0.030615238606588806,te_zt,te_power_factor
370,-0.4194015735886909,te_zt,te_power_factor
371,0.750032489940214,te_zt,te_power_factor
372,0.12220961942975028,te_zt,te_power_factor
373,-0.06951667808973919,te_zt,te_power_factor
374,0.9947245704189462,te_zt,te_power_factor
375,0.011952114642358876,te_zt,te_power_factor
376,0.8582004248475916,te_zt,te_power_factor
377,-0.10533394894072719,te_zt,te_power_factor
378,0.15061359626342768,te_zt,te_power_factor
379,0.19444064089058272,te_zt,te_power_factor
380,0.08643837835379464,te_zt,te_power_factor
381,0.2090699562712323,te_zt,te_power_factor
382,0.4183476271636145,te_zt,te_power_factor
383,0.1827311854652512,te_zt,te_power_factor
384,0.6591235699892807,te_zt,te_power_factor
385,0.011410417265206854,te_zt,te_power_factor
386,-0.03879909662269547,te_zt,te_power_factor
387,-0.6312491950880098,te_zt,te_power_factor
388,0.21526608882953324,te_zt,te_power_factor
389,-0.011185118772985905,te_zt,te_power_factor
390,-0.0767085527812708,te_zt,te_power_factor
391,-0.04034460617188331,te_zt,te_power_factor
392,0.014431781028692863,te_zt,te_power_factor
393,-0.3143946448180076,te_zt,te_power_factor
394,-0.6278612791209415,te_zt,te_power_factor
395,-0.22533676363060576,te_zt,te_power_factor
396,-0.19688982080458856,te_zt,te_power_factor
397,-0.40576217673778314,te_zt,te_power_factor
398,0.032024290576597794,te_zt,te_power_factor
399,-0.061136794389025736,te_zt,te_power_factor
400,-0.0831646320345878,te_zt,te_power_factor
401,-0.24311602141058652,te_zt,te_power_factor
402,0.29052254779942205,te_zt,te_power_factor
403,-0.22190215391402926,te_zt,te_power_factor
404,-0.3904195750546721,te_zt,te_power_factor
405,0.1821441465234081,te_zt,te_power_factor
406,-0.14933413355218458,te_zt,te_power_factor
407,2.1133093480415317,te_zt,te_power_factor
408,0.3778024648291451,te_zt,te_power_factor
409,0.5563161310446068,te_zt,te_power_factor
410,-0.6200230108401567,te_zt,te_power_factor
411,-1.173482082562718,te_zt,te_power_factor
412,-0.5493000445391196,te_zt,te_power_factor
413,-0.16766760705381997,te_zt,te_power_factor
414,0.24683224788670036,te_zt,te_power_factor
415,0.03719535443319885,te_zt,te_power_factor
416,0.14812200615734997,te_zt,te_power_factor
417,-0.5668611012227053,te_zt,te_power_factor
418,0.8575856595958715,te_zt,te_power_factor
419,-0.10197779573282784,te_zt,te_power_factor
420,0.0930283414902914,te_zt,te_power_factor
421,-0.7049847033203147,te_zt,te_power_factor
422,0.8124441509271307,te_zt,te_power_factor
423,0.06114849463877399,te_zt,te_power_factor
424,0.8737914316702866,te_zt,te_power_factor
425,1.1256364187236043,te_zt,te_power_factor
426,-0.35588173837552534,te_zt,te_power_factor
427,0.033437761121217845,te_zt,te_power_factor
428,0.12007919934040504,te_zt,te_power_factor
429,-0.025626555358706338,te_zt,te_power_factor
430,0.5903784290874058,te_zt,te_power_factor
431,0.14943651337683064,te_zt,te_power_factor
432,0.042422200590802886,te_zt,te_power_factor
433,0.1692387020509133,te_zt,te_power_factor
434,0.2097873661119422,te_zt,te_power_factor
435,0.15493078011173456,te_zt,te_power_factor
436,-1.0081038775442193,te_zt,te_power_factor
437,0.8051607736336803,te_zt,te_power_factor
438,-0.2114483631518948,te_zt,te_power_factor
439,1.9121526559512667,te_zt,te_power_factor
440,0.2975665285189731,te_zt,te_power_factor
441,-0.06131013722554775,te_zt,te_power_factor
442,1.496536400079885,te_zt,te_power_factor
443,-0.016626681085702665,te_zt,te_power_factor
444,-0.025392812968359955,te_zt,te_power_factor
445,0.5693908223684486,te_zt,te_power_factor
446,-0.31512884870932484,te_zt,te_power_factor
447,-0.574513340346585,te_zt,te_power_factor
448,-0.17680086827712804,te_zt,te_power_factor
449,-0.5962061442471678,te_zt,te_power_factor
450,-0.18793082430265198,te_zt,te_power_factor
451,1.0618507055022668,te_zt,te_power_factor
452,0.5286977292696835,te_zt,te_power_factor
453,-0.05109711753168922,te_zt,te_power_factor
454,-0.3488575602234355,te_zt,te_power_factor
455,-0.03240984753625805,te_zt,te_power_factor
456,-0.327635469756394,te_zt,te_power_factor
457,-0.35539609247472254,te_zt,te_power_factor
458,-0.24861981468217106,te_zt,te_power_factor
459,0.4804246852261439,te_zt,te_power_factor
460,0.34467437952197305,te_zt,te_power_factor
461,0.1687296539399885,te_zt,te_power_factor
462,-0.3467243475443856,te_zt,te_power_factor
463,-0.2586512629861161,te_zt,te_power_factor
464,-0.2838349563937411,te_zt,te_power_factor
465,0.07381327705452129,te_zt,te_power_factor
466,-0.17455176070921113,te_zt,te_power_factor
467,-0.13896462787778363,te_zt,te_power_factor
468,0.2774346109426312,te_zt,te_power_factor
469,1.0758828873226578,te_zt,te_power_factor
470,-0.388117059728501,te_zt,te_power_factor
471,0.2698405030813452,te_zt,te_power_factor
472,0.17662380635324768,te_zt,te_power_factor
473,0.0021178468884874265,te_zt,te_power_factor
474,0.07786588910666509,te_zt,te_power_factor
475,-0.31218326562238696,te_zt,te_power_factor
476,0.9805039747727232,te_zt,te_power_factor
477,0.0580159146284492,te_zt,te_power_factor
478,0.6482734362038117,te_zt,te_power_factor
479,0.46832669244375563,te_zt,te_power_factor
480,-0.02355918518667851,te_zt,te_power_factor
481,-0.021159235967647537,te_zt,te_power_factor
482,0.23293812136615316,te_zt,te_power_factor
483,-0.03584223813219898,te_zt,te_power_factor
484,0.13332679809801845,te_zt,te_power_factor
485,0.6797929847324963,te_zt,te_power_factor
486,0.3691805788765511,te_zt,te_power_factor
487,0.061226466284808115,te_zt,te_power_factor
488,0.039938081617640356,te_zt,te_power_factor
489,1.0427314106950978,te_zt,te_power_factor
490,0.20878483225763533,te_zt,te_power_factor
491,-0.7248837468806191,te_zt,te_power_factor
492,0.12896958428490193,te_zt,te_power_factor
493,-0.15550048957373824,te_zt,te_power_factor
494,-0.320131967783991,te_zt,te_power_factor
495,-0.031249069279014424,te_zt,te_power_factor
496,0.12446736091413449,te_zt,te_power_factor
497,0.06413856461878223,te_zt,te_power_factor
498,-0.2699715405621429,te_zt,te_power_factor
499,-0.37254762154187093,te_zt,te_power_factor
500,0.22065235384257456,te_zt,te_power_factor
501,-1.6567664136956162,te_zt,te_power_factor
502,0.10223027733475061,te_zt,te_power_factor
503,-0.3741751443581564,te_zt,te_power_factor
504,0.47636627338451554,te_zt,te_power_factor
505,-0.23047662535336572,te_zt,te_power_factor
506,-0.45869342146510006,te_zt,te_power_factor
507,-1.0492602204145371,te_zt,te_power_factor
508,-0.08246060553281119,te_zt,te_power_factor
509,-0.3750321477320638,te_zt,te_power_factor
510,-0.002336996259484709,te_zt,te_power_factor
511,-0.148632597042155,te_zt,te_power_factor
512,2.090418575593596,te_zt,te_power_factor
513,0.45534327093967086,te_zt,te_power_factor
514,-0.027234297651149385,te_zt,te_power_factor
515,0.377755535140991,te_zt,te_power_factor
516,0.40712887421447086,te_zt,te_power_factor
517,0.6030329939206276,te_zt,te_power_factor
518,-0.23051935816615526,te_zt,te_power_factor
519,-0.22760290516690426,te_zt,te_power_factor
520,0.15693174901011273,te_zt,te_power_factor
521,0.6456692920521343,te_zt,te_power_factor
522,0.7687582421153643,te_zt,te_power_factor
523,-0.11110763408540562,te_zt,te_power_factor
524,0.5902660626267825,te_zt,te_power_factor
525,0.08894733536985593,te_zt,te_power_factor
526,-0.15829540918795248,te_zt,te_power_factor
527,0.24729365476331008,te_zt,te_power_factor
528,-0.661731081577781,te_zt,te_power_factor
529,-0.1394636155344671,te_zt,te_power_factor
530,0.35041398008931357,te_zt,te_power_factor
531,0.22021247797415394,te_zt,te_power_factor
532,0.45582143387957047,te_zt,te_power_factor
533,0.569786298493,te_zt,te_power_factor
534,0.8095488443692298,te_zt,te_power_factor
535,1.1489121905554451,te_zt,te_power_factor
536,-0.15673372707095684,te_zt,te_power_factor
537,0.5160949663357935,te_zt,te_power_factor
538,0.27127107308980325,te_zt,te_power_factor
539,-0.42763581199919953,te_zt,te_power_factor
540,1.4376987752384043,te_zt,te_power_factor
541,0.04119533705861873,te_zt,te_power_factor
542,0.8578772080217559,te_zt,te_power_factor
543,0.2804167616988103,te_zt,te_power_factor
544,0.28559045240179176,te_zt,te_power_factor
545,0.006778802418247086,te_zt,te_power_factor
546,0.15015800498590542,te_zt,te_power_factor
547,0.14939297609979632,te_zt,te_power_factor
548,0.024404021834290655,te_zt,te_power_factor
549,-0.5455928431513227,te_zt,te_power_factor
550,0.4422676317464666,te_zt,te_power_factor
551,0.5064022809811392,te_zt,te_power_factor
552,-0.45883625547299384,te_zt,te_power_factor
553,0.15547705612135326,te_zt,te_power_factor
554,-0.4318358786646811,te_zt,te_power_factor
555,0.4129801593379668,te_zt,te_power_factor
556,0.5509078645889856,te_zt,te_power_factor
557,0.1810215012402867,te_zt,te_power_factor
558,0.5646459676476259,te_zt,te_power_factor
559,0.48792155129966386,te_zt,te_power_factor
560,-0.47414801466576895,te_zt,te_power_factor
561,-0.1990861495987441,te_zt,te_power_factor
562,-0.011533820099849327,te_zt,te_power_factor
563,-0.45927637924798237,te_zt,te_power_factor
564,-0.300428613656072,te_zt,te_power_factor
565,-0.3055140093664427,te_zt,te_power_factor
566,0.14519232129478082,te_zt,te_power_factor
567,-0.2057185702462065,te_zt,te_power_factor
568,0.15736122310289488,te_zt,te_power_factor
569,0.035263534112059514,te_zt,te_power_factor
570,0.26502014045354283,te_zt,te_power_factor
571,0.13920095523727946,te_zt,te_power_factor
572,0.36973919133900973,te_zt,te_power_factor
573,-0.10321739931590597,te_zt,te_power_factor
574,-0.20939595822648763,te_zt,te_power_factor
575,0.10609042133739618,te_zt,te_power_factor
576,0.11149621829936876,te_zt,te_power_factor
577,-0.04268868934515612,te_zt,te_power_factor
578,0.695505506537113,te_zt,te_power_factor
579,0.5242684460390208,te_zt,te_power_factor
580,0.2816166000146243,te_zt,te_power_factor
581,0.8807915953733483,te_zt,te_power_factor
582,0.25297636507933186,te_zt,te_power_factor
583,0.3796845549941697,te_zt,te_power_factor
584,-0.33100373917967574,te_zt,te_power_factor
585,0.21927787356954279,te_zt,te_power_factor
586,-0.22080622193976723,te_zt,te_power_factor
587,-0.6994656144692364,te_zt,te_power_factor
588,-0.147701723431786,te_zt,te_power_factor
589,0.28294264687717596,te_zt,te_power_factor
590,-0.10081522115967008,te_zt,te_power_factor
591,0.195881257326974,te_zt,te_power_factor
592,0.40614014783058494,te_zt,te_power_factor
593,0.3034624057227314,te_zt,te_power_factor
594,0.100427455346798,te_zt,te_power_factor
595,-0.04579480773858628,te_zt,te_power_factor
596,1.558994898015,te_zt,te_power_factor
