material_key,Thermoelectric ZT,Alloy yield strength,CO2R H2 Faradaic efficiency
Ba:0.02040816327|Ge:0.04081632653|Li:0.3673469388|P:0.08163265306|S:0.4897959184,0.26282430540807167,466.56512996031756,39.35170893397985
Ba:0.02173913043|La:0.08695652174|Li:0.2608695652|O:0.5217391304|Sr:0.02173913043|Ta:0.08695652174,0.03695861061883639,508.61010515872994,42.39376735329335
Ba:0.02222222222|La:0.1111111111|Li:0.2444444444|O:0.5333333333|Ta:0.08888888889,0.033255338309148376,510.37208432539666,42.68554932716973
Ba:0.04347826087|La:0.08695652174|Li:0.2608695652|Nb:0.08695652174|O:0.5217391304,0.033419870076680784,500.7089196428569,40.421725088843154
Ba:0.04347826087|La:0.08695652174|Li:0.2608695652|O:0.5217391304|Ta:0.08695652174,0.03331140900372601,501.77743154761885,42.4546944669248
Ba:0.05376344086|La:0.0752688172|Li:0.2688172043|O:0.5161290323|Ta:0.08602150538,0.03723571685552915,501.77743154761885,42.91124459992235
Ba:0.06382978723|La:0.06382978723|Li:0.2765957447|O:0.5106382979|Ta:0.08510638298,0.03723571685552915,501.77743154761885,42.91124459992235
Ba:0.07368421053|La:0.05263157895|Li:0.2842105263|O:0.5052631579|Ta:0.08421052632,0.03807637588939958,500.92326488095216,42.91124459992235
Ba:0.075|Li:0.025|O:0.65|Si:0.1|Ta:0.125|Zr:0.025,0.07457432597855809,542.365759920635,42.086137008860774
Ba:0.08333333333|La:0.04166666667|Li:0.2916666667|O:0.5|Ta:0.08333333333,0.040449580837671,500.92326488095216,42.91124459992235
Ba:0.08333333333|Li:0.1666666667|O:0.5833333333|P:0.1666666667,0.05470107888086204,467.7209930555554,39.010273285770054
Bi:0.07142857143|Li:0.5|O:0.4285714286,0.07434569231095489,486.64360218253967,40.99288159368207
Bi:0.08695652174|La:0.08695652174|Li:0.2608695652|O:0.5217391304|Sr:0.04347826087,0.05861284970847914,512.9232251984125,41.365563533532274
Bi:0.09090909091|La:0.1363636364|Li:0.2272727273|O:0.5454545455,0.05011131760970121,517.7694255952379,41.46356987389467
Bi:0.09090909091|Li:0.4545454545|O:0.4545454545,0.09622032636469133,501.1564444444444,42.07334263658592
Bi:0.125|Li:0.375|O:0.5,0.08077403809961367,508.7870694444442,42.05796393774766
Bi:0.1428571429|Li:0.4285714286|O:0.4285714286,0.08236731715823976,513.3025109126983,42.25077577147894
Bi:0.25|Li:0.25|O:0.5,0.12814187194067866,523.5476874999998,42.05796393774766
Br:0.01923076923|Cl:0.05769230769|Li:0.4615384615|P:0.07692307692|S:0.3846153846,0.24065749564313357,471.8405367063493,43.742307244074055
Br:0.01923076923|I:0.05769230769|Li:0.4615384615|P:0.07692307692|S:0.3846153846,0.2842141792779174,465.019251984127,39.4485394285422
Br:0.03846153846|Cl:0.03846153846|Li:0.4615384615|P:0.07692307692|S:0.3846153846,0.2533271410987786,474.36991170634934,45.18543218951253
Br:0.03846153846|I:0.03846153846|Li:0.4615384615|P:0.07692307692|S:0.3846153846,0.27668934841791715,465.84905853174604,39.7699095253588
Br:0.05769230769|Cl:0.01923076923|Li:0.4615384615|P:0.07692307692|S:0.3846153846,0.25303104542915816,473.4862311507938,46.17187159252874
Br:0.05769230769|I:0.01923076923|Li:0.4615384615|P:0.07692307692|S:0.3846153846,0.27595332866651057,468.9855267857144,39.59016164624451
Br:0.07407407407|Li:0.4814814815|P:0.03703703704|S:0.3703703704|Si:0.03703703704,0.2557960824495805,473.8716478174604,46.054918352802034
Br:0.07490636704|Li:0.4756554307|P:0.04868913858|S:0.3745318352|Si:0.02621722846,0.25625865680954946,473.2141081349208,46.054918352802034
Br:0.07518796992|Li:0.4736842105|P:0.05263157895|S:0.3759398496|Si:0.02255639098,0.24872168904049505,474.473830357143,46.054918352802034
Br:0.07547169811|Li:0.4716981132|P:0.05660377358|S:0.3773584906|Si:0.01886792453,0.24884146613695018,474.0224414682541,46.054918352802034
Br:0.07561436673|Li:0.4706994329|P:0.05860113422|S:0.3780718336|Si:0.01701323251,0.24952452580439852,474.0224414682541,46.054918352802034
Br:0.07575757576|Li:0.4696969697|P:0.06060606061|S:0.3787878788|Si:0.01515151515,0.2519324098908754,474.0224414682541,46.054918352802034
Br:0.07590132827|Li:0.4686907021|P:0.06261859583|S:0.3795066414|Si:0.01328273245,0.2519777412863618,474.0224414682541,46.054918352802034
Br:0.07604562738|Li:0.463878327|P:0.07224334601|S:0.3802281369|Si:0.007604562738,0.2524615640924415,473.9509831349208,46.054918352802034
Br:0.07619047619|Li:0.4666666667|P:0.06666666667|S:0.380952381|Si:0.009523809524,0.25256117963733343,473.63327480158745,46.054918352802034
Br:0.07648183556|Li:0.4646271511|P:0.0707456979|S:0.3824091778|Si:0.005736137667,0.2535373106283638,473.63327480158745,46.054918352802034
Br:0.07662835249|Li:0.4636015326|P:0.07279693487|S:0.3831417625|Si:0.003831417625,0.2514169396315518,473.63327480158745,46.054918352802034
Br:0.07677543186|Li:0.462571977|P:0.07485604607|S:0.3838771593|Si:0.001919385797,0.2516525202809722,468.6396289682541,46.054918352802034
Br:0.07692307692|Li:0.4615384615|P:0.07692307692|S:0.3076923077|Se:0.07692307692,0.27346040235081104,494.50206448412706,46.95360368236831
Br:0.07692307692|Li:0.4615384615|P:0.07692307692|S:0.3153846154|Se:0.06923076923,0.27346040235081104,490.29970337301603,46.95360368236831
Br:0.07692307692|Li:0.4615384615|P:0.07692307692|S:0.3230769231|Se:0.06153846154,0.27427192907512943,488.83727281746053,46.95360368236831
Br:0.07692307692|Li:0.4615384615|P:0.07692307692|S:0.3307692308|Se:0.05384615385,0.26964468780133505,483.60928670634934,46.95360368236831
Br:0.07692307692|Li:0.4615384615|P:0.07692307692|S:0.3384615385|Se:0.04615384615,0.26703430420975577,479.64393948412715,46.95360368236831
Br:0.07692307692|Li:0.4615384615|P:0.07692307692|S:0.3461538462|Se:0.03846153846,0.26823128115040284,481.14654365079383,46.95360368236831
Br:0.07692307692|Li:0.4615384615|P:0.07692307692|S:0.3538461538|Se:0.03076923077,0.26746707107802425,475.42410813492074,46.95360368236831
Br:0.07692307692|Li:0.4615384615|P:0.07692307692|S:0.3615384615|Se:0.02307692308,0.25778945877299,476.46334424603185,46.80883826681195
Br:0.07692307692|Li:0.4615384615|P:0.07692307692|S:0.3692307692|Se:0.01538461538,0.2579433497494739,476.91278869047636,46.80883826681195
Br:0.07692307692|Li:0.4615384615|P:0.07692307692|S:0.3769230769|Se:0.007692307692,0.25663978762921913,475.01973313492084,46.13871939604838
Br:0.07692307692|Li:0.4615384615|P:0.07692307692|S:0.3846153846,0.2478169226062273,463.5241031746033,46.054918352802034
Br:0.2|H:0.2|Li:0.4|O:0.2,0.25775422953216265,543.3571289682541,46.89574108146569
Br:0.2|Li:0.6|O:0.2,0.2001923812394675,475.33343849206346,46.35103667207959
Br:0.3|Li:0.6|N:0.1,0.23003982178808746,481.9539146825397,46.57448365438435
Br:0.5714285714|Li:0.2857142857|Mg:0.1428571429,0.21968722706549387,481.61572420634917,46.597426056300016
Br:0.6666666667|Ga:0.1666666667|Li:0.1666666667,0.34257010006627436,510.381878968254,46.81784388712306
Br:0.6|Li:0.3|Y:0.1,0.3106680239532316,516.328009920635,46.37769086618243
C:0.2142857143|Cl:0.07142857143|H:0.5|Li:0.07142857143|N:0.07142857143|O:0.07142857143,0.1619023926528287,481.18197420634925,43.29130295751247
Ca:0.04347826087|La:0.08695652174|Li:0.2608695652|Nb:0.08695652174|O:0.5217391304,0.03483377954697372,484.0832748015872,39.30830183189562
Ca:0.04347826087|La:0.08695652174|Li:0.2608695652|O:0.5217391304|Ta:0.08695652174,0.037294842911567525,502.5357053571426,42.39376735329335
Ca:0.04752376188|Li:0.04902451226|O:0.6003001501|P:0.1500750375|Pb:0.1530765383,0.06885361287723508,529.5973720238094,41.34686356536502
Ca:0.08695652174|Li:0.04347826087|O:0.652173913|Ta:0.2173913043,0.08827633424090366,543.568804563492,42.264077065820175
Cd:0.1923076923|Cl:0.7692307692|Li:0.03846153846,0.21872710813810575,501.42183630952354,33.399109989101724
Ce:0.04166666667|Li:0.08333333333|Mo:0.1666666667|O:0.6666666667|Pr:0.04166666667,0.06740325327819369,754.1769350198415,39.94044320256204
Ce:0.04166666667|Li:0.08333333333|Mo:0.1666666667|O:0.6666666667|Sm:0.04166666667,0.06740285701792821,754.4047127976194,40.28743575489905
Ce:0.08333333333|Li:0.08333333333|Mo:0.1666666667|O:0.6666666667,0.05725538579442973,745.4969469246037,40.09944648026838
Cl:0.01213592233|Li:0.3859223301|P:0.05825242718|S:0.4733009709|Si:0.07038834951,0.2050185123269835,492.7860813492065,43.23866189182065
Cl:0.07692307692|Li:0.4615384615|O:0.3846153846|P:0.07692307692,0.03189456545662905,393.9226600829725,43.29130295751247
Cl:0.07692307692|Li:0.4615384615|P:0.07692307692|S:0.3846153846,0.20568821942736373,475.65549603174617,43.42137221327314
Cl:0.1538461538|Li:0.4615384615|O:0.3076923077|Si:0.07692307692,0.05194921734327006,437.10685155122644,43.29130295751247
Cl:0.2040816327|F:0.02040816327|H:0.1836734694|Li:0.4081632653|O:0.1836734694,0.20093515349658184,667.2479206349204,43.29130295751247
Cl:0.2|Li:0.6|O:0.2,0.1417175772797444,458.49769940476193,42.6037600304485
Cl:0.5714285714|Cr:0.1428571429|Li:0.2857142857,0.1777643470766214,477.25392460317465,42.956178839447745
Cl:0.5714285714|Li:0.2857142857|Mg:0.1428571429,0.17230503658550814,475.28610019841284,42.61048630667529
Cl:0.5714285714|Li:0.2857142857|Mn:0.1428571429,0.18389754266871117,473.35946527777776,43.381780609449265
Cl:0.5714285714|Li:0.2857142857|V:0.1428571429,0.17792652090938293,505.4201547619048,43.009589695244664
Cl:0.5797101449|Ga:0.01449275362|Li:0.2753623188|Mn:0.1304347826,0.21523559785823107,477.2665486111111,43.647162897574695
Cl:0.6015037594|In:0.05263157895|Li:0.2481203008|Mn:0.0977443609,0.2786477916775564,488.6697331349206,35.10059290560243
Cl:0.6315789474|Li:0.2631578947|Y:0.05263157895|Zr:0.05263157895,0.2569514451510467,497.20394841269837,46.29362392195049
Cl:0.6|In:0.1|Li:0.3,0.24942826280929717,486.18604761904743,34.96325760316736
Cl:0.6|Li:0.3|Y:0.1,0.22521210955458257,486.21412301587304,46.122506033368396
Co:0.02024291498|La:0.1275303644|Li:0.06275303644|O:0.6072874494|Ti:0.1821862348,0.07773935524463989,510.26463690476186,39.726417438683356
Co:0.02057613169|La:0.1378600823|Li:0.03909465021|O:0.6172839506|Ti:0.1851851852,0.07503253945832926,509.5824146825396,39.797871992337726
Co:0.07142857143|Ge:0.2142857143|Li:0.1428571429|O:0.5714285714,0.05936667525709302,549.3156904761908,46.240078363566376
Co:0.07142857143|Li:0.1428571429|O:0.5714285714|Ti:0.2142857143,0.012395286376592918,552.3959771825398,43.4763564848259
Cr:0.002770083102|Li:0.05817174515|O:0.6648199446|P:0.1662049861|Ti:0.108033241,0.040564706420454615,621.0472517857146,42.76687123861377
Cr:0.005524861878|Li:0.06077348066|O:0.6629834254|P:0.1657458564|Ti:0.1049723757,0.04135737824217812,620.9701684523812,42.76687123861377
Cr:0.01098901099|Li:0.06593406593|O:0.6593406593|P:0.1648351648|Ti:0.0989010989,0.04048353351055259,618.3772517857146,42.76687123861377
Cr:0.01639344262|Hf:0.09289617486|Li:0.07103825137|O:0.6557377049|P:0.1639344262,0.07249995808203993,509.3832053571429,41.36306969442112
Cr:0.01639344262|Li:0.07103825137|O:0.6557377049|P:0.1639344262|Ti:0.09289617486,0.04341498877198709,601.3165712301591,42.66337779421951
Cr:0.02173913043|Li:0.07608695652|O:0.652173913|P:0.1630434783|Ti:0.08695652174,0.04406529102071013,602.8691009920639,42.66337779421951
Cr:0.02702702703|Li:0.08108108108|O:0.6486486486|P:0.1621621622|Ti:0.08108108108,0.04415437340575034,578.9080605158732,42.64727009510208
Cr:0.04255319149|Li:0.09574468085|O:0.6382978723|P:0.1595744681|Ti:0.06382978723,0.04645375991495802,547.327857638889,42.60753865702125
Cr:0.05263157895|Hf:0.05263157895|Li:0.1052631579|O:0.6315789474|P:0.1578947368,0.06497662901767173,472.520005952381,40.39731973357603
Cr:0.05263157895|Li:0.1052631579|O:0.6315789474|P:0.1578947368|Ti:0.05263157895,0.047091134544486206,494.5207777777778,42.58235416547132
Cr:0.05263157895|Li:0.1052631579|O:0.6315789474|P:0.1578947368|Zr:0.05263157895,0.06161854725398964,481.2594295634921,44.823505172638924
Cr:0.05263157895|Li:0.1578947368|Mo:0.1578947368|O:0.6315789474,0.05191399153488465,711.0679042658734,46.10009474215462
Cr:0.05555555556|Li:0.05555555556|O:0.6666666667|P:0.1666666667|Sb:0.05555555556,0.08499435169029139,481.87685119047626,38.82257720086734
Cr:0.05|Li:0.1|O:0.6|Sr:0.1|Ta:0.15,0.06765532881202294,525.8100406746031,42.43599449875754
Er:0.1|I:0.6|Li:0.3,0.3817465847844244,664.3850833333339,44.085121063010874
F:0.008583690987|Ga:0.01072961373|La:0.1287553648|Li:0.2596566524|O:0.5064377682|Zr:0.08583690987,0.0400911324556756,503.8934871031744,40.939202335472146
F:0.03448275862|Li:0.2413793103|N:0.3275862069|Nd:0.08620689655|O:0.1206896552|Si:0.1896551724,0.3397933564927109,914.0615247114,40.01181927855749
F:0.07476635514|Li:0.09345794393|Nb:0.1869158879|O:0.5607476636|Sr:0.08411214953,0.02923584046113088,491.5756359126982,46.885930860795085
F:0.07476635514|Li:0.09345794393|O:0.5607476636|Sr:0.08411214953|Ta:0.1869158879,0.02940053572598123,521.0777440476189,42.62934653991744
F:0.08571428571|Li:0.2571428571|Mg:0.08571428571|O:0.4571428571|P:0.1142857143,0.04727717108730847,409.1116977813852,43.3661149783993
F:0.09009009009|Li:0.0990990991|Nb:0.1711711712|O:0.5405405405|Sr:0.09009009009|Zr:0.009009009009,0.03241388735244564,536.3646289682537,46.885930860795085
F:0.09009009009|Li:0.0990990991|O:0.5405405405|Sr:0.09009009009|Ta:0.1711711712|Zr:0.009009009009,0.03109269845634185,559.470075396825,42.68554932716973
F:0.09090909091|Li:0.09090909091|Nb:0.1818181818|O:0.5454545455|Sr:0.09090909091,0.028787094744886065,493.6325803571426,46.885930860795085
F:0.09090909091|Li:0.09090909091|O:0.5454545455|Sr:0.09090909091|Ta:0.1818181818,0.028496712780510018,523.1196190476188,42.68554932716973
F:0.125|Li:0.125|O:0.5|P:0.125|V:0.125,0.023592963166239097,577.9423571428571,43.29130295751247
Fe:0.002770083102|Li:0.05817174515|O:0.6648199446|P:0.1662049861|Ti:0.108033241,0.04235202299547206,621.9664184523813,42.76687123861377
Fe:0.005524861878|Hf:0.1049723757|Li:0.06077348066|O:0.6629834254|P:0.1657458564,0.07439919097395,521.600189484127,41.431218160047294
Fe:0.005524861878|Li:0.06077348066|O:0.6629834254|P:0.1657458564|Ti:0.1049723757,0.04287445138683768,623.1747517857146,42.76687123861377
Fe:0.007018614587|Li:0.1220628624|Nb:0.176075679|O:0.6032956973|Sr:0.09154714678,0.057194794197455795,500.64017956349204,46.319591987755835
Fe:0.00702062308|La:0.129442738|Li:0.2492321194|O:0.526546731|Zr:0.0877577885,0.03093010517157014,504.26417658730145,40.421725088843154
Fe:0.00826446281|Li:0.06336088154|O:0.6611570248|P:0.1652892562|Ti:0.1019283747,0.042184011136059824,619.5814184523813,42.76687123861377
Fe:0.008366358432|La:0.129898723|Li:0.2452664025|O:0.5284015852|Zr:0.08806693087,0.031029059828192988,504.26417658730145,40.51973142920555
