cell_id,batch,life,censored,theta_log10_a,theta_beta,log10_var_delta_qv,log10_abs_min_delta_qv,capacity_slope_2_100,capacity_intercept_2_100,qd100_over_qref,ce_mean_10_100,ce_std_10_100,mean_charge_c_rate,mean_discharge_c_rate
b1c12,batch1,902.0,False,-6.540478689850073,1.8112115455944549,-0.7841641505441602,0.02528356592957632,9.54763265306268e-06,1.0817089636639863,0.9992044361688401,1.0003453540065175,3.678800011471583e-05,4.885714285714286,4.0
b1c13,batch1,897.0,False,-6.504818432890817,1.8035505483492436,-0.7550284016241666,0.025747515437997744,1.259766233764754e-06,1.0842456600028856,0.9988664792367608,1.000196749446177,4.434386917244215e-05,4.885714285714286,4.0
b1c14,batch1,880.0,False,-6.722174812763921,1.9059535517832051,-0.8166985955711337,0.01960726868156233,2.1304357452070155e-05,1.0751031131234794,0.9995317088031223,1.0006889325069201,0.0004327306178898793,4.8,4.0
b1c15,batch1,719.0,False,-6.502287998663034,1.8482695216652507,-0.8104123263218161,0.018047730668383912,2.3065202226345313e-05,1.0665856039793853,0.9992704414900627,1.0006382211539837,0.0004605167363776366,4.8,4.0
b1c16,batch1,862.0,False,-6.5311881683629975,1.829074769741977,-0.8300409915344291,0.02011420469414971,1.827402226345242e-05,1.0856142177938564,0.9992485269278772,1.0005785559846654,0.0007184614591117217,4.95,4.0
b1c17,batch1,857.0,False,-6.931440304765515,1.9684796239031066,-0.8523779062366701,0.00550188520874232,1.4345563388985684e-05,1.0764271661661513,0.9994764905171563,1.000232551820784,0.00013028604947296323,4.95,4.0
b1c18,batch1,691.0,False,-5.732742560972026,1.687120721382037,-0.8455600230936806,0.004041720805338923,-5.106291898577515e-05,1.0707316533127187,0.9946799990804546,0.9013331558056142,0.1553819667266055,4.866666666666667,4.0
b1c19,batch1,788.0,False,-6.898997265765014,2.058151056501829,-0.8135520843775973,0.022906651415779786,-1.2907808286952827e-05,1.0890736992327348,0.9981240060381462,1.0000915778569461,0.00020038788075837696,4.866666666666667,4.0
b1c20,batch1,534.0,False,-4.753458404696596,1.4423737939338235,-0.8786400100435601,0.02191725024920667,-0.00014633830674087384,1.0772494708155014,0.986403729073766,1.0006077510123303,0.0007813073304900767,5.4,4.0
b1c21,batch1,559.0,False,-5.184983364088238,1.5575195909092223,-0.9030874066759872,0.028454657960054437,-8.816384044527224e-05,1.0867311376808901,0.9915397684117399,1.000876596678647,0.0008030436588497668,5.4,4.0
b1c22,batch1,891.0,False,-5.8158516974763526,1.5482154133791308,-0.8524927916690558,0.011265120070996308,-9.515616573901705e-06,1.0835122328089046,0.9981626790550763,1.0002065187582425,0.0002048911134924331,5.04,4.0
b1c23,batch1,1014.0,False,-6.007337645743209,1.6271228514442233,-0.7835608414736333,0.026353922382488737,-9.374347557204051e-06,1.0829824462708715,0.9983300009958708,1.000119903253716,0.00020624203658927573,5.04,4.0
b1c24,batch1,1017.0,False,-6.5972374777018885,1.8451644811111054,-0.8732888321018896,0.006493632735800121,8.04197897339733e-07,1.0781006970183462,0.9990543747498033,1.0001040026408323,0.0003272090981553207,5.0,4.0
b1c25,batch1,854.0,False,-6.609086731021088,1.8968966681080635,-0.8014607543443504,0.017094079641902987,-2.6295126778083656e-06,1.0790211980758606,0.9985828944672303,1.000525795163166,0.00012685025741749148,5.0,4.0
b1c26,batch1,870.0,False,-6.730370060502714,1.9416860063698045,-0.7175193831373923,0.027336374374588204,-1.635896351267487e-05,1.0915144808765196,0.9981315921003142,1.0000227519431466,0.0007038214072012025,5.2,4.0
b1c27,batch1,842.0,False,-6.679819634412932,1.9195823734477742,-0.7989528885807128,0.01525524142537009,-1.2840094001241579e-05,1.0827643912587093,0.9983433786818564,0.9999775843017794,0.0003952140026431155,5.2,4.0
b1c28,batch1,860.0,False,-6.974339584996762,2.0307328581507975,-0.8354333290997509,0.01777460098325357,-1.0185139146564742e-05,1.0812327683591008,0.9985368284081702,1.0007851813231086,0.00020212811052056076,5.142857142857142,4.0
b1c29,batch1,917.0,False,-6.615948677649139,1.8897191729327953,-0.7692862194084776,0.025030453785715615,-7.840306740875214e-06,1.083204950593279,0.9985346109551767,1.0002085579587654,0.0001835965601990252,5.142857142857142,4.0
b1c30,batch1,709.0,False,-6.727203332505974,1.9847790337062798,-0.8595748209469615,0.02449765459744542,-1.9529816944960108e-05,1.0838676115732833,0.9978389929313966,1.000223242236877,0.0003716547572485393,5.314285714285714,4.0
b1c31,batch1,876.0,False,-6.171191954247771,1.7442302222069748,-0.8025946221495881,0.03159153753997166,-2.8567704390849945e-05,1.0985774084794888,0.9973053540552623,1.0002693059348913,0.0003454523207056618,5.314285714285714,4.0
b1c32,batch1,731.0,False,-7.024319128499815,2.0983044756243534,-0.7697067312970306,0.023589527410234106,-1.5311762523195196e-05,1.0814665120098947,0.9981485023038066,1.0003655662700417,0.00018311010206180643,5.249999999999999,4.0
b1c33,batch1,757.0,False,-6.605024979534819,1.949795509418431,-0.8002148270877179,0.03233304145627507,-2.472754483611858e-05,1.0967641118573483,0.9974584724076724,1.000427679294987,0.00018678996614256876,5.249999999999999,4.0
b1c34,batch1,742.0,False,-6.269625280342587,1.7751587185113862,-0.9337279851245146,0.025748792273697224,-2.760143475578023e-06,1.080306047115234,0.9985402224227388,1.0000273612919413,0.0003472190971161362,5.640000000000001,4.0
b1c35,batch1,703.0,False,-6.291574979795211,1.7934055193956457,-0.8235304446392957,0.01947200207899919,4.193815708076048e-07,1.0745636246712016,0.9985930522388516,1.0000573424387444,0.00035805991401115114,5.640000000000001,4.0
b1c36,batch1,704.0,False,-6.695475495635877,1.9724538048742315,-0.9297401043580851,0.019963091216853007,-1.0693964131107654e-05,1.0818912689383626,0.9982820686374066,1.0002065292372673,0.0002934304140898102,5.666666666666666,4.0
b1c37,batch1,648.0,False,-6.4903729888368344,1.9217002779016914,-0.8016121126395787,0.0065391763967395595,-1.3147432282005127e-05,1.078763956420119,0.9979617513256912,1.0001194886599296,0.0002893912667925415,5.666666666666666,4.0
b1c38,batch1,617.0,False,-7.400972842083418,2.2702904863608775,-0.8169785920617466,0.020854513106939195,-1.1715589363026563e-05,1.0764175970777157,0.9985308251736768,0.9999342893819626,0.0002204481082151507,5.866666666666666,4.0
b1c39,batch1,625.0,False,-6.954996550865206,2.096809444670729,-0.7897512033296882,0.025907673205071712,-6.246733457023401e-06,1.086007888456813,0.9985682675319107,1.0000070613907477,4.55462371472109e-05,5.866666666666666,4.0
b1c40,batch1,966.0,False,-6.4322160137846405,1.8097027135548138,-0.8386274283410055,0.026180825140205418,-1.1177786023500877e-05,1.0875257266831575,0.9982178478711032,0.9998466786956889,4.266094982650901e-05,5.485714285714286,4.0
b1c41,batch1,1051.0,False,-6.228695426144677,1.7128695515358792,-0.874812599628649,0.020984988848263827,-3.006238713673758e-06,1.0830706676693465,0.9986415913535812,0.9999528476321635,4.310471200728783e-05,5.485714285714286,4.0
b1c42,batch1,702.0,False,-7.049268918495801,2.108560941899393,-0.7808802996384621,0.021778604796270414,-7.647668522011615e-07,1.083960125331684,0.9988793069980466,0.9999504434455411,4.7655405376962586e-05,6.044444444444444,4.0
b1c43,batch1,651.0,False,-6.56910284573095,1.9570271658330682,-0.8198965551701093,0.017491984792957535,-2.6458498453926327e-05,1.0718743470575136,0.997362557991203,1.0001286297085197,3.897413282446571e-05,6.044444444444444,4.0
b1c44,batch1,616.0,False,-6.525867215761422,1.9819522868641746,-0.8155049777920355,0.024382356678384124,-3.6137384044533415e-05,1.088681828808493,0.9967120847745874,1.0000359455068253,3.890551003444438e-05,6.399999999999999,4.0
b1c45,batch1,599.0,False,-7.464405855081925,2.3333482597746493,-0.8184001332096305,0.022720582959499733,-1.5716660482375315e-05,1.0879785365532875,0.9981151750835411,1.0002344494520965,4.904288109594986e-05,6.399999999999999,4.0
b2c0,batch2,300.0,False,-5.137384214472607,1.7882197206014776,-1.0110173977617667,-0.006399826338167014,-0.0003544652393320991,1.0788870171049263,0.9676119667778345,1.000066170222644,0.0028904319961487387,5.166666666666667,4.0
b2c1,batch2,148.0,False,-3.862839597154493,1.430637613340617,-1.048767188808118,0.027068989845008502,-0.0011010453463203484,1.083783727611832,0.9024361550849501,0.9991810625573251,0.0003988557207018667,4.666666666666667,4.0
b2c2,batch2,438.0,False,-6.265276904941712,1.9803309348444964,-1.0775204414097526,0.01072239504283464,-1.646536301793394e-05,1.0789369112916918,0.9966363473260605,1.0006758667234568,4.724419063128142e-05,4.7272727272727275,4.0
b2c3,batch2,335.0,False,-5.643607948782422,1.952682925599248,-1.0916303013025375,0.0058062528899631176,-0.00023258423252937407,1.0725821433337452,0.9792605439091183,1.0006463150157083,0.00011040011591507471,4.592592592592592,4.0
b2c4,batch2,444.0,False,-5.874358980434637,1.904848905818528,-1.0341468737536077,0.03007768770384431,-0.00011030778726036257,1.0774286506856314,0.9900530169806449,1.0006353136227064,5.465599920317362e-05,4.504761904761905,4.0
b2c5,batch2,480.0,False,-6.720254373559721,2.1066578102696614,-0.9724808659390176,-0.008131382250808393,-4.291205936923636e-06,1.0722157828159138,0.9979809141724951,1.000468159160617,2.6773698176137146e-05,4.736363636363636,4.0
b2c6,batch2,511.0,False,-4.836220560618529,1.5161113807556743,-1.009448658253831,0.011260045174786569,-0.00021969849845393177,1.0757558830171097,0.9807252142228253,1.000445915752449,7.323470872058473e-05,4.5600000000000005,4.0
b2c10,batch2,561.0,False,-6.139850099681861,1.9330119160143395,-1.100131111539094,0.015518002509872321,-6.425434879406335e-05,1.0747863647177895,0.9936397547873425,1.0006703643621186,4.766587224193095e-05,4.56551724137931,4.0
b2c11,batch2,477.0,False,-6.715090364534829,2.187259422280899,-0.9653046758346147,0.0273294301674561,-4.529234013606083e-05,1.0765122012661308,0.9950788831550325,1.000950654315063,6.217904865758225e-05,4.6060606060606055,4.0
b2c12,batch2,458.0,False,-5.408540404741954,1.7363572989770453,-1.1275793898467403,0.020036422011142807,-0.0001520699839208418,1.0765985792809727,0.9865755730278922,1.0000502477105488,0.00013479259178633514,4.0,4.0
b2c13,batch2,483.0,False,-5.612983747757965,1.7777372925977997,-1.0608568562193808,0.03424132861222993,-0.00012496737043908205,1.0852528773065342,0.9890791515229296,1.0001395189508187,0.00019092969272112715,4.666666666666666,4.0
b2c14,batch2,485.0,False,-7.038384660726106,2.2349968470177495,-0.9916519702174856,0.02116268959482265,-6.789208410638071e-06,1.0824527920531846,0.9981424807919825,1.000141474123214,0.00012180703853312025,4.708333333333333,4.0
b2c17,batch2,494.0,False,-6.0852770156665175,1.8685860534797243,-0.9539557781778139,0.021260830773948053,1.4787141620281294e-05,1.0740384971915067,0.9967965777639575,1.000336618524423,0.0008224137033687488,4.672727272727273,4.0
b2c18,batch2,487.0,False,-5.790237964722988,1.8249552519970151,-1.051435866493078,0.01959328955903924,-8.587356338899829e-05,1.0685204598136464,0.9920493689829633,0.9999264135485845,0.0001412647018292347,4.728358208955225,4.0
b2c19,batch2,461.0,False,-4.547637677299889,1.3549472693932683,-0.9975207698329097,0.0058633713929561355,-0.00018045457142857764,1.0512164376883115,0.9842131682127816,0.9999978206232895,0.0001933638976914554,4.826666666666667,4.0
b2c20,batch2,502.0,False,-6.587632397153012,2.07216533842716,-1.0043642704150992,0.023410120285267778,-1.0060541743972484e-05,1.0885016351036896,0.9973260441318402,1.0002328299588814,0.0001513682279513837,4.7214285714285715,4.0
b2c21,batch2,489.0,False,-6.497695136604006,2.0836146095729546,-1.0237940473265328,0.015776349822007898,-4.755366110080631e-05,1.0823034043929083,0.9952322895354321,1.0002265100091137,3.704533743065689e-05,4.7525641025641026,4.0
b2c22,batch2,513.0,False,-6.590693550097506,2.0615302373651696,-1.0405484816708348,0.012688583308983174,-1.1882797773654862e-05,1.084835928747062,0.9974397455206374,1.0000957855555943,4.163614692942444e-05,4.759375,4.0
b2c23,batch2,527.0,False,-6.011775920615938,1.8621463038054498,-0.9891668713370371,0.02854625390436996,-6.972020655535339e-05,1.0790413446757368,0.993685631541674,1.0002620365861115,3.314052483552841e-05,4.953370786516855,4.0
b2c24,batch2,495.0,False,-6.374257627808809,1.949156060014492,-1.0562939001349136,-0.003255854081311405,-1.0897588126258526e-07,1.072123560800247,0.9979581665000469,1.000231031065367,3.5634912117183816e-05,4.8,4.0
b2c25,batch2,461.0,False,-6.663795899230352,2.1471452313658643,-0.9969562248431707,0.027337609708726673,-3.412685466914333e-05,1.072296886759843,0.9959654549660817,1.000196908240812,3.5377750273503735e-05,4.8,4.0
b2c26,batch2,471.0,False,-6.541296006580118,2.109580286544063,-1.0783438347513439,0.012291640485241182,-4.194623747681148e-05,1.0828524318486907,0.9951594606422439,1.0000879744698015,3.779817270124969e-05,4.8,4.0
b2c27,batch2,468.0,False,-6.733091098310462,2.1282316861714032,-1.0076646621081786,0.006145523214555537,-3.517157699443889e-06,1.0708811679719645,0.997769243309153,1.000213548087842,0.00012446901200807915,4.836170212765959,4.0
b2c28,batch2,509.0,False,-6.833705807891992,2.1122617672224395,-1.029263396941551,0.017050310487633304,4.903245516392036e-06,1.0765758102362393,0.9984752456172361,1.0008681319454231,0.0017993148465771324,4.8012345679012345,4.0
b2c29,batch2,498.0,False,-6.6371180977394815,1.9859558250561458,-0.9696702747721039,0.019309628079094317,2.981738899195722e-05,1.0768058283129247,0.9995375484265108,1.0004689293288325,4.728103160331032e-05,4.753932584269664,4.0
b2c30,batch2,481.0,False,-6.7404379003203605,2.1106729586294337,-1.1026322374040505,0.007967318423658304,5.358942486080027e-06,1.0719448646402803,0.9982633122761346,1.000165222797715,0.00016816877085089639,4.9,4.0
b2c31,batch2,492.0,False,-6.928767005641815,2.1557645447725164,-1.066176000045044,0.022108772335330085,8.944904143471112e-06,1.0788477209997935,0.9986507898587844,1.00014872231803,0.0001271494221784901,4.95438596491228,4.0
b2c32,batch2,519.0,False,-6.963482651415254,2.119664472420062,-1.0894686187386544,0.02328326367856312,1.392701669758535e-05,1.0791403241686246,0.9984428076768925,0.9996517110892008,0.0005049327109382731,4.928571428571429,4.0
b2c33,batch2,520.0,False,-7.134711822578499,2.1756601219254943,-0.9355560354228591,0.03377277697792689,1.7065502782927268e-05,1.0837891664287773,0.9993302538032147,1.000020521177436,0.0002920685025015327,4.892307692307692,4.0
b2c34,batch2,499.0,False,-6.954368358751397,2.1221188156035753,-1.042059888042381,0.022198063913565547,1.5379794681509843e-05,1.0740644850166974,0.9991781798044777,1.0000015886785467,0.0004537412789003088,4.804651162790697,4.0
b2c35,batch2,463.0,False,-6.769902470114939,2.1457743336220956,-1.1439174812959574,0.017968471864503108,-5.5286666666694365e-06,1.0736809347272724,0.9974934718946612,1.0002805611898515,0.00035668534814554004,4.716483516483517,4.0
b2c36,batch2,535.0,False,-6.971357278271106,2.1325361273601704,-1.1130682807477743,0.014672198468519146,2.0404599876312527e-05,1.084188889648732,0.9993735155758688,1.0003176396714457,0.00028209244982927133,5.111111111111111,4.0
b2c37,batch2,478.0,False,-6.710911791627715,2.0098387545827725,-1.0895914530833282,0.009634829536683842,3.160805442177099e-05,1.0791311730628732,0.9999321211565223,1.0003090004198245,0.0003024227433570025,5.134482758620689,4.0
b2c38,batch2,465.0,False,-6.956490413059427,2.157999064100785,-1.0093621062553901,0.013505162217043565,1.2823094619665319e-05,1.0743392100531846,0.9990725048162158,1.000267619456699,0.0002179363498931791,5.122388059701493,4.0
b2c39,batch2,459.0,False,-6.7784678608660585,2.0714019707143603,-1.0166865633958964,0.005655302531223712,2.7611954236238384e-05,1.084589160030921,0.9995624134202054,1.00035458012533,0.0003162312857645724,5.061538461538461,4.0
b2c40,batch2,499.0,False,-6.583951723907587,2.0878733051942735,-1.0084060966414852,0.01983585128792318,-2.374781694496674e-05,1.0825712053308594,0.9968444295746144,0.9995206392900751,0.0013688761054961366,4.92,4.0
b2c41,batch2,429.0,False,-6.783814310775762,2.135542311646376,-1.0886632595428711,0.008427669412981178,1.2578975881258578e-05,1.074195235866419,0.998107246723053,1.0001697999657138,4.3473488405091464e-05,4.988235294117646,4.0
b2c42,batch2,466.0,False,-6.857423029660662,2.1485841773837278,-1.0879831712619377,0.031602440976607825,7.946470006181249e-06,1.0827478158882704,0.998543478074354,0.9999434651170056,3.520847002119044e-05,5.25,4.0
b2c43,batch2,462.0,False,-6.980251067654096,2.2057692466587184,-0.9970996274297884,0.014101976004494237,8.44147680890072e-06,1.0792335856928466,0.9985140438360306,1.000127916736265,3.1957515690002805e-05,5.313725490196078,4.0
b2c44,batch2,457.0,False,-7.030731469319754,2.1755883370959648,-1.0344140667674244,0.024085409107364814,1.9010848484845876e-05,1.0754294386464642,0.9991950925996337,1.0001041158338335,3.0802869035557e-05,5.333333333333333,4.0
b2c45,batch2,487.0,False,-6.995437381892606,2.221311464551107,-1.1140249507278452,0.014919373864008406,-1.040764873222564e-05,1.0750491405903937,0.9978325631809507,1.000092517960248,2.6890335391045186e-05,4.958333333333333,4.0
b2c46,batch2,429.0,False,-6.9065159596384085,2.118583754031226,-1.0138288196898115,0.03117541315599416,2.5429343228194967e-05,1.0779012479398062,0.9995141824281099,1.0002043897079347,3.399288764613808e-05,5.305555555555556,4.0
b2c47,batch2,713.0,False,-6.171410937481706,1.8305122964034117,-1.086350955748867,0.013915625152277516,-1.4931126777983551e-05,1.0497099541323434,0.996855254284866,1.0003441543859584,4.67841355024139e-05,5.249999999999999,4.0
b3c0,batch3,1009.0,False,-6.027784698733579,1.6226569828591046,-0.9444927315215675,0.018109331960043024,-7.751280148425865e-06,1.0708014173077711,0.998319633663149,1.000308905504786,6.115776453457084e-05,4.7701149425287355,4.0
b3c1,batch3,1063.0,False,-5.885407508809637,1.5736394680922718,-0.9062136858283608,0.013138167346380384,-1.7122961038958862e-05,1.068607831619047,0.997893293648328,1.0003607069891474,5.6799609696984024e-05,4.948648648648649,4.0
b3c2,batch3,1267.0,False,-5.920533045151222,1.5714380199587508,-1.075122743241567,-0.000850649238843514,-2.1967756338901124e-05,1.0631932454722737,0.9977453650021422,1.0006046772825659,7.310322880092587e-05,5.087179487179487,4.0
b3c3,batch3,1115.0,False,-5.981042549153861,1.5952040742514846,-1.0733557006427543,-0.0007260863009070693,-1.4351047619054282e-05,1.0653889206002884,0.9981350853332205,1.0005937590294238,6.16989565168153e-05,5.135714285714284,4.0
b3c4,batch3,1048.0,False,-6.289773760718898,1.7247583456635658,-1.029976025096232,0.020296839107354886,-6.9540915275190545e-06,1.074905367758812,0.9986506144126731,1.0003576368092295,4.8887077802445504e-05,5.087179487179487,4.0
b3c5,batch3,828.0,False,-6.247064801642273,1.766196281339661,-1.0100024567308439,0.005276228521997464,-1.779947186147626e-05,1.0540650427619045,0.9979917680136257,1.0004637822065332,6.958644577975777e-05,5.135714285714284,4.0
b3c6,batch3,667.0,False,-3.9857460428631377,1.1158862555157019,-0.9046818892292484,0.019190789972520703,-0.00020305981818181877,1.063922329515151,0.9816850244134451,1.000289835910362,7.008755846052607e-05,4.5627450980392155,4.0
b3c7,batch3,1836.0,False,-6.258116283415479,1.6022537770758996,-1.0037417744092894,0.01233101658332692,-5.46782931354112e-06,1.0705463754566065,0.9977747733311221,1.0001297531266349,0.0005898478130575025,4.8,4.0
b3c8,batch3,828.0,False,-6.636820627439039,1.8839594642074216,-1.0437964138756526,0.006262582906300438,-6.125960420530652e-06,1.0683423775168002,0.9985074853134833,0.9999604428957043,3.9372344000061436e-05,4.7701149425287355,4.0
b3c9,batch3,1039.0,False,-7.0812073981316495,1.966130703209549,-0.9999954051062626,0.008704561495798586,-1.7423240568994576e-06,1.07297703731478,0.9991568274014512,1.0002213362567105,5.1903456713310855e-05,4.948648648648649,4.0
b3c10,batch3,1078.0,False,-6.465583368736161,1.763636911542816,-0.9185771590607851,-0.011007045460327535,-5.362049474337987e-06,1.0647220150282415,0.997597070059352,1.000246764531514,0.0004228703997265239,4.8,4.0
b3c11,batch3,817.0,False,-6.396621387325308,1.837419307637932,-1.0175351914443336,0.01285831177037291,-2.0016886827462427e-05,1.070852382440321,0.9977095057426264,1.0001473576496793,3.5796752799541895e-05,5.087179487179487,4.0
b3c12,batch3,932.0,False,-6.737354868816754,1.87661084150822,-1.0697921152944105,0.01560134111016391,-9.0026777983947e-06,1.076813307274788,0.998704186661006,1.000196475758932,4.995498925305608e-05,5.135714285714284,4.0
b3c13,batch3,816.0,False,-6.553783992268608,1.8993026994950875,-0.964283755000491,0.016815311804901267,-1.5030204081638734e-05,1.0695070505091733,0.9977977882703474,1.0000638330585425,0.00017190540633472677,5.087179487179487,4.0
b3c14,batch3,858.0,False,-6.685579429471008,1.8938597090431475,-0.982851789926292,0.011661676843866766,1.3416487322201472e-06,1.0769900072277876,0.9987862547244895,1.000469694768649,7.440881043585255e-05,5.135714285714284,4.0
b3c15,batch3,876.0,False,-6.738259661022332,1.9400735523482289,-1.0897325196381145,0.01600641314235936,-1.3585788497220824e-05,1.0712620570315399,0.9981918542609702,0.9999757475485039,0.00012325949263938476,5.1571428571428575,4.0
b3c16,batch3,1638.0,False,-5.915635574354054,1.5219100796448504,-1.044154346290884,0.01302095588992445,-1.073354359925562e-05,1.064115936986188,0.9983436496610438,1.0000162493747047,0.00024879191383334726,4.8,4.0
b3c17,batch3,1315.0,False,-5.167664671566465,1.3015081530564365,-0.8650922872547923,0.011031736318895749,-9.356926406929003e-06,1.0676033678932177,0.9976113256132519,1.0007281689787788,0.0011711932721598782,4.948648648648649,4.0
b3c18,batch3,1146.0,False,-5.764332566743382,1.5416249363316217,-0.8818485500283894,0.015887974036622877,-3.034145825603121e-05,1.0704256214417642,0.9971165895857065,1.0001048245008737,0.000174875801364959,5.087179487179487,4.0
b3c19,batch3,1155.0,False,-5.803330390063254,1.5548001351586214,-0.962001933220993,0.016412980750921954,-3.133641187384385e-05,1.0743080883186966,0.9971952770323929,1.0002801151060683,0.0001420723242236771,5.135714285714284,4.0
b3c20,batch3,813.0,False,-6.701402891480346,1.9074678037894968,-1.0335793884020883,0.016524519065280064,-9.289171304886536e-06,1.06793435884766,0.9984943563408467,1.0004820366804876,5.10734793907878e-05,4.7701149425287355,4.0
b3c21,batch3,772.0,False,-4.283634337508569,1.1779081804084053,-0.8261999922742761,0.019548635210747647,-0.00016099147062461356,1.070051747830138,0.9861414502664219,1.0002052960635284,0.00013110148481955105,4.5627450980392155,4.0
b3c22,batch3,1002.0,False,-5.9828364455390455,1.5904724528937098,-0.949562217461093,0.014704260737950737,-1.7987904761904664e-05,1.0590765538499272,0.9979196310177805,1.0001395971449785,0.00018343613824795183,5.2,4.0
b3c23,batch3,2188.0,True,-5.29123522165504,1.2645601309789813,-0.9525349739988831,0.010511499171519573,-6.864200371059107e-06,1.0685241509866004,0.9981597727062015,0.9997934272008583,0.00040143411446614787,4.8,4.0
b3c24,batch3,825.0,False,-6.473879404905839,1.8161341392904162,-1.0066482086233994,0.006660079494186259,7.122217687074378e-06,1.0501282355848274,0.9990588157386333,0.9999673800664746,0.00018661190695920557,4.7701149425287355,4.0
b3c25,batch3,989.0,False,-6.386137245281134,1.7431137216303747,-0.9711719663980695,0.014992890220831534,4.766212739633344e-06,1.0646301665846216,0.9989136613236399,1.000127606089181,0.00024056199140598989,4.948648648648649,4.0
b3c26,batch3,1028.0,False,-6.487831829085606,1.7970961718302376,-0.9446941512407191,0.01923979465106338,-2.4065491651167365e-06,1.075267667340754,0.9988071862219271,1.0001275410642323,0.00019173726512174624,5.087179487179487,4.0
b3c27,batch3,850.0,False,-6.383769528197201,1.7994413745219924,-0.9871581338487355,-0.003578387205363689,-6.742053184913997e-06,1.064076207338693,0.9983533633261028,1.0001303734412992,0.00025239804572443366,5.135714285714284,4.0
b3c28,batch3,541.0,False,-4.352401401438016,1.2831458428079303,-0.9121662115217456,0.0023777775839504667,-0.00020000602844774074,1.054538588258915,0.982005278633996,0.9999858618185942,0.00018275654964032274,4.5627450980392155,4.0
b3c29,batch3,858.0,False,-6.424617105791378,1.8259403499760227,-0.9193467727332525,0.01848867621957519,8.951490414297084e-07,1.070487567600907,0.9984759757769304,1.000079332042755,4.9023597751206004e-05,5.1571428571428575,4.0
b3c30,batch3,935.0,False,-6.474141623414898,1.788373800566255,-0.9368272510692635,0.01368028833694992,-5.665262832409687e-06,1.0720167516367756,0.998757907625966,1.000292924542424,3.684087290522222e-05,4.948648648648649,4.0
b3c31,batch3,731.0,False,-6.4559976803595305,1.8425741156100832,-1.0162656308758253,0.01934684806436936,-1.1271478045764125e-05,1.0714013282086166,0.9982064281726275,1.000020072278921,0.00021146574308018192,5.2,4.0
b3c32,batch3,2236.0,True,-5.427802823657522,1.3012356319819296,-0.9133630032200752,0.022638150709410682,-1.2653557204700707e-05,1.0750472799022874,0.9985113207254054,0.9997285350654493,0.00043020518485001015,4.8,4.0
