cell_id,has_at_least_100_cycles,features_computable,own_theta_log10_a,own_theta_beta,own_cov_00,own_cov_01,own_cov_11,log10_var_delta_qv,log10_abs_min_delta_qv,log10_var_delta_qv_normalized,log10_abs_min_delta_qv_normalized,capacity_slope_2_100,capacity_intercept_2_100,capacity_slope_over_qref,capacity_intercept_over_qref,qd100_over_qref,ce_mean_10_100,ce_std_10_100,mean_charge_c_rate,mean_discharge_c_rate
10-5,True,True,-2.9510442554581227,0.1026989334924302,0.09243363120013967,-0.05360128101860363,0.03190466681304671,-2.7818106788927204,-0.29080391295383307,-2.9461830680122367,-0.3719727543273405,3.88880033326107e-05,1.2115897694338529,3.194969983906214e-05,0.9954208533259594,0.9950307500270166,1.0091142237792277,0.00038102122520410287,4.2,2.4000000000000004
10-6,True,True,-3.321697765186887,0.7049493035864538,0.00011899420568177525,-6.937671911355924e-05,4.142294778607018e-05,-3.466381972084835,-0.7617464703032489,-3.694092473443078,-0.874334462396986,-0.0001405056828489074,1.2437970983550355,-0.00011279580082278247,0.9985011774995286,0.9881126842721291,1.0069810555864105,0.00037313615930459554,4.2,2.2
10-7,True,True,-3.1492259079652785,0.27705508549823576,0.08274132049225286,-0.0479522227521201,0.028522862743357972,-2.9857019656708177,-0.6390583289796906,-3.1487641336659054,-0.7194122696959362,2.1400205490295625e-05,1.210300922488573,1.760762076954066e-05,0.9958091136025644,0.9939801873338249,1.007677478525586,0.0004072051992831048,4.2,2.2
10-8,True,True,-3.3142986428421723,0.7139450387831793,7.025173799554101e-05,-4.095859177538479e-05,2.4455258625384216e-05,-2.6414001853809297,-0.5163047923247162,-2.7921813312594446,-0.6054127116573659,-0.00014489134051398676,1.1982165873504955,-0.00012073978315445243,0.998489008491168,0.987267135879698,1.0079830634441749,0.00038834634833666965,4.2,2.2
2-2,True,True,-3.251113365168299,0.7092956870723927,8.289429895901699e-05,-4.83295338797822e-05,2.8856247225390323e-05,-2.3089259880659743,-0.11845621414154471,-2.490894765628153,-0.21212484473832086,-0.00016721820813579672,1.2387541942995495,-0.0001347426945656608,0.9981752579772084,0.9853811433198347,1.0118618865052205,0.00046263030844168133,4.2,3.6
2-3,True,True,-2.117700819693063,-0.4094646741996749,0.09557961477733617,-0.05551704385200591,0.03313567542516087,-2.3475033386353172,-0.2231930860606338,-2.5037720972799224,-0.29948779177415863,8.779122905938389e-05,1.1974880126378311,7.281245793148195e-05,0.9931749045758025,0.9963927093247072,1.0085038442946705,0.0004320502877254612,4.2,3.0000000000000004
2-4,True,True,-3.3482610958143946,0.7275940745286766,0.00011261113035026012,-6.56552200555338e-05,3.92009421459048e-05,-2.839013337548408,-0.25941530080348224,-3.000672384997618,-0.3406838052177432,-0.00014139780035054308,1.1990307725260716,-0.00011775217158087793,0.9985196156320568,0.987347433656582,1.0095822373299965,0.000339234192201031,4.2,3.2
2-5,True,True,-3.0165472214466345,0.14836357410111495,0.09945265540550677,-0.05768376049010785,0.034364611454598515,-2.5768125929804286,-0.33980824621159555,-2.727944194298171,-0.41349726278046717,5.169143657654528e-05,1.193471496639194,4.3078482999125345e-05,0.9946123571508662,0.9947403088706017,1.0107489912348573,0.0004647597174745164,4.2,3.4000000000000004
2-6,True,True,-3.0316177790475605,0.14585166251234716,0.09708967782769455,-0.05635897555327155,0.03359481944242358,-1.9931709912003863,-0.1414316811604433,-2.163831801537312,-0.22212491523401742,5.432086057858186e-05,1.2103902275246339,4.463588074750689e-05,0.9945872226302596,0.9952912439143101,1.0121089763764173,0.0005912758625369459,4.2,3.6000000000000005
2-7,True,True,-3.387394552891024,0.35656973997278957,0.09269323203884565,-0.05373831142257431,0.03190063461679398,-1.8938415561982864,-0.07642559774616993,-2.0657242545382095,-0.16080416128173133,2.8986678691655207e-05,1.218667427254291,2.3683643218327447e-05,0.9957154752329967,0.9946682161313992,1.0129971808602525,0.0005090980595818358,4.2,3.8000000000000003
2-8,True,True,-3.398091437959546,0.7360872616050524,8.700763610334757e-05,-5.0727716497553966e-05,3.0288136692443628e-05,-2.691275693116336,-0.37687792512643387,-2.8400762844738114,-0.45591496147172117,-0.00013193237380620162,1.1938101306376228,-0.00011037241843437372,0.9987215985629174,0.988501660075195,1.0097729421470036,0.00030278717894884836,4.2,3.2
3-1,True,True,-3.2043942662407394,0.27457965961631575,0.08657764387115376,-0.05002365796720826,0.029659011509127906,-1.8278727807808426,-0.2133047091374304,-1.997649110824026,-0.2967139618716404,2.330367924143555e-05,1.215337585955768,1.909931646697576e-05,0.9960709177247352,0.9948844155856851,1.011106432245301,0.0004073811702394622,4.2,3.4
3-2,True,True,-3.578313821525998,0.4697405460338368,0.13198418803367443,-0.07545131516473406,0.04421904708901668,-2.392473736887669,-0.20505541360768922,-2.5622402509349684,-0.28999416153876567,-6.889489453296853e-07,1.2193667946734248,-5.634905982909616e-07,0.9973187843953502,0.9942948278737237,1.011910866017913,0.00044520721809503057,4.2,3.6
3-3,True,True,-3.6529313288092817,0.5016458335310997,0.1190019388768236,-0.06853234239642976,0.04051700584771719,-2.2652836307020863,-0.11595010740762669,-2.4282264259348034,-0.1973635197008393,6.309561155674127e-06,1.2097049354730878,5.199812743456569e-06,0.9969376608131484,0.9942828642557819,1.0134492641560031,0.0004278901673783775,4.2,3.8
3-4,True,True,-3.355084757228468,0.7386544228854799,0.00017813786508779858,-0.00010385901194832815,6.201138485673371e-05,-2.725912600491528,-0.33995882938270094,-2.8791996139886935,-0.42157165423288273,-0.0001451635142583019,1.1946928937445693,-0.00012132317870090313,0.9984873966509261,0.9870201205976663,1.0147436378179147,0.0004214958742277471,4.2,4.0
3-5,True,True,-3.3007828701706017,0.7204022325911432,7.623714788388975e-05,-4.444824152954159e-05,2.653883336637911e-05,-2.465451195918311,-0.26823470140900174,-2.654791502412771,-0.3632334963204519,-0.00015983590541465725,1.2450649952053263,-0.00012817366000760692,0.9984273368916396,0.9865057494016325,1.0107417758069022,0.000385825098185169,4.2,3.4000000000000004
3-6,True,True,-3.27566665813651,0.27383786387431547,0.10595515111646114,-0.060928967229182604,0.0360712508124947,-2.2363228933757977,-0.07917279326532772,-2.4025974317962127,-0.1618524146755128,2.6665501030651564e-05,1.2133041494305994,2.1898555419027762e-05,0.9964038600250184,0.9953521158655542,1.012464927948726,0.0004066919061033317,4.2,3.6
3-7,True,True,-3.3868670027746077,0.6944751829601346,9.75727102609825e-05,-5.688742972097205e-05,3.396593354549408e-05,-2.75461415135867,-0.3400335655692978,-2.905815464218404,-0.41751807093791427,-0.00011018398759708573,1.1911898597703692,-9.238089674486397e-05,0.9987221359366195,0.9899820399104488,1.013548424658836,0.0004852083597228951,4.2,3.8000000000000003
3-8,True,True,-3.6746110230706672,0.5905976906660257,0.06428542224830858,-0.0371444849483173,0.02198397951936711,-2.1731863679502403,-0.06686959532612956,-2.353841182350816,-0.15727805855237256,-1.2045448670411654e-05,1.2353883392626606,-9.724129338311254e-06,0.997312455744424,0.9938434126044446,1.0143044274337643,0.0004158188184124393,4.2,4.0
4-1,True,True,-3.3821287906509836,0.7333579288402297,0.00013127620822812872,-7.653744627609945e-05,4.5698422774714104e-05,-2.6610333639103616,-0.3147145478736239,-2.826298766693818,-0.3979417068964778,-0.00013407679598707932,1.2050992561576312,-0.0001110995236451018,0.9985766166211313,0.9880415591034312,1.0159758090027171,0.00040157472391829394,4.2,4.2
4-2,True,True,-3.3967509896319914,0.38234415474102523,0.08497945286490412,-0.048912441670898164,0.0289099355441117,-2.8050401931294466,-0.1466281189120357,-2.964835760253511,-0.22658439072365102,1.8432549989722905e-05,1.2049374282782432,1.5242086061610448e-05,0.9963765182198018,0.9948847994673783,1.0051885586951514,0.000483349535171358,4.2,2.2
4-3,True,True,-3.39192348245449,0.7505039203329996,0.00012202348774188069,-7.114286940126075e-05,4.24774679779239e-05,-3.0770921144660397,-0.4728828900669738,-3.219058784524162,-0.5513693200649539,-0.00014208875616710833,1.1861563471032412,-0.00011963108262724917,0.9986797815462344,0.9875126381088443,1.0062636234624378,0.00026825914644147306,4.2,2.4000000000000004
4-4,True,True,-3.4359915214459327,0.756346036946243,0.0001653098968401972,-9.637997257147384e-05,5.7545854322055406e-05,-3.4307192138590263,-0.6709884943310014,-3.594840562759508,-0.7573076245955043,-0.00013022110423967264,1.1837070064509019,-0.00010987273865855053,0.9987408057046135,0.9884574275282831,1.0073880156718016,0.000322608151492998,4.2,2.6000000000000005
4-5,True,True,-3.32045323727613,0.7161511153702429,0.00011912299175644458,-6.945180474715694e-05,4.1467779371070774e-05,-3.2872791339322625,-0.6222630503232913,-3.4632490109222993,-0.7189230279945604,-0.00014414083773103462,1.207917059856717,-0.00011914773170945292,0.9984719115038978,0.9873116797860749,1.0084925336891408,0.00032795229370329655,4.2,2.8000000000000003
4-6,True,True,-3.394595967816672,0.7519571250294157,0.0001406390196525518,-8.199620903335956e-05,4.895770121220274e-05,-2.9399958439977794,-0.5529702603241623,-3.0862027949456996,-0.6372193756020289,-0.0001426268390366278,1.1856988018436156,-0.00012013420579142691,0.9987109356798454,0.9870399055533857,1.0097617185150556,0.0003297584578990988,4.2,3.0
4-7,True,True,-3.3786776548656086,0.7437904604040732,0.0001527957573240458,-8.908390351344158e-05,5.3189570377008416e-05,-3.185364990561516,-0.5307796723660025,-3.391807216548649,-0.6252001110016061,-0.00014646081350918187,1.238111404575387,-0.00011812512067193761,0.9985746737751184,0.9878260844745949,1.0058722312852975,0.0003415089933121468,4.2,2.4000000000000004
4-8,True,True,-2.5958631910440415,-0.09735746887420438,0.062116920452210164,-0.03615837431395683,0.021568832626011666,-2.73566612195031,-0.24770180966353875,-2.899948100835241,-0.3288945314297939,6.376527568194462e-05,1.2105625639536883,5.23639479189807e-05,0.994112146048288,0.9959097243911409,1.0077037981807546,0.000387164368867664,4.2,2.6
5-1,True,True,-3.25783547425234,0.6704756374026888,0.00011659043665791448,-6.79752592069463e-05,4.058617427937155e-05,-2.824653077859516,-0.26356644942178103,-3.003322798734665,-0.349520817647465,-0.00013367040792269593,1.2181179373528794,-0.00010954461976271547,0.9982633280406704,0.9876043396958127,1.0082743313481874,0.00036982641228310194,4.2,2.8000000000000003
5-2,True,True,-1.8258813921545065,-0.5556786813576685,0.09927949503737052,-0.05768909297282934,0.034479129599921346,-2.314136322883854,-0.23942857669280518,-2.472483396749515,-0.3175699430184067,0.00010418057531093991,1.201372294138374,8.60456304949385e-05,0.992246742732587,0.9959564824621748,1.0098939280849495,0.000459161669012504,4.2,3.0
5-3,True,True,-3.3725928153416187,0.7310909542494664,0.0001827338783034176,-0.00010653860727883459,6.361129818330195e-05,-2.555219916108252,-0.276951229867631,-2.714836285475355,-0.36324039552980475,-0.00013799530890538586,1.2177400872973874,-0.00011316084270659795,0.9985882532475006,0.9869712317523389,1.0108777815998133,0.0003623049102984912,4.2,3.2
5-4,True,True,-3.3750245102544536,0.684350131254805,0.00023983534652842844,-0.00013983024950057967,8.348883022984625e-05,-3.289960280754987,-0.46874581328756904,-3.451345137997581,-0.5498108473971809,-0.00010639981704788097,1.1915271845807778,-8.917624832554127e-05,0.9986476203337105,0.9903644949222871,1.0070556086211968,0.000344469100775083,4.2,2.6000000000000005
5-5,True,True,-2.1334317064360944,-0.3791938805512832,0.11003175805740181,-0.0638670623514075,0.0381150903961267,-2.272819932962646,-0.2926040396176298,-2.4345495532623302,-0.37068221481976066,7.512979584962488e-05,1.2003826821793473,6.219310385273531e-05,0.9936873110267855,0.9954675124413414,1.008444741286307,0.00045579249243970154,4.2,2.8000000000000003
5-6,True,True,-3.382226921376207,0.7345190089403097,0.00020999731432658818,-0.00012243390009761498,7.310194422262945e-05,-3.1075968054306835,-0.5654612028960724,-3.288886541542502,-0.6522764946738979,-0.00013609756088087843,1.2177006536913428,-0.00011160725761207453,0.998579472484989,0.9883008686635829,1.0092751731853158,0.0003851769202336472,4.2,3.0000000000000004
5-7,True,True,-3.385384457264768,0.7381996645294759,0.00013502656486977653,-7.872400181308993e-05,4.7003955480748304e-05,-3.136214966398274,-0.6225586302663111,-3.2974317693576376,-0.7122584930173834,-0.0001370203267367783,1.1936939942673899,-0.00011463702210347575,0.9986950700277868,0.9882162280477971,1.0106457029847538,0.0003271409850157461,4.2,3.2
6-1,True,True,-3.46733769276596,0.7669914670133035,0.00018269407452044478,-0.00010651540063734192,6.359744213027547e-05,-2.9455001429017544,-0.48705079117250943,-3.1022958138221157,-0.5683993087741318,-0.00013083352470286632,1.1878948566734253,-0.00011002351996450524,0.9989517119237129,0.9882570830848544,1.0084137506253135,0.0004033278701894855,4.2,2.8000000000000007
6-2,True,True,-1.7933579843559695,-0.5595312884559058,0.08362902865387371,-0.04863681332889349,0.029041731266031295,-2.252178157150255,-0.21850033331834592,-2.425803846325797,-0.30074782762659696,0.00010811753806776218,1.2136938821017513,8.83571344898399e-05,0.9918697325789003,0.9959999366372622,1.0098910556900975,0.00040969727144262753,4.2,3.0000000000000004
6-3,True,True,-2.5664653669762236,-0.0867559187079473,0.09341337941172126,-0.05423613359620615,0.03236622596326733,-2.873539600782869,-0.6908605964630861,-3.035906584201409,-0.7673412026344819,5.1920374939979926e-05,1.2115226140486577,4.262831275537374e-05,0.9946993826908234,0.9949646125320386,1.011046935146884,0.00045493189000729567,4.2,3.2000000000000006
6-4,True,True,-3.305608197220947,0.699949171448434,0.00013736777875149027,-8.008899044363548e-05,4.7818952982707384e-05,-3.240742016622974,-0.742803479517471,-3.4133742703731986,-0.8355778133104604,-0.0001364586729196307,1.195770830225746,-0.00011394107573923864,0.9984518522598331,0.9876170747438304,1.0121263859380236,0.00036386052155208025,4.2,3.4000000000000004
6-5,True,True,-3.3118111460373787,0.6877230355175699,0.0001977850958897106,-0.00011531385888725168,6.885076170693877e-05,-2.7554389093299463,-0.5212927510148276,-2.919642054549629,-0.6096161770391147,-0.00012590898876520476,1.204780727029714,-0.0001043424762586165,0.9984180290841701,0.9890345668201718,1.0135318294469287,0.0004561205799618721,4.2,3.6000000000000005
6-6,True,True,-1.3278456046600655,-0.8450745449225822,0.07940703995874579,-0.0463899828924603,0.02783942300228147,-2.3502080392252767,-0.20568349843265002,-2.5074046101179137,-0.2830626587273321,0.00012638580275535355,1.199575359104367,0.0001044130344537541,0.9910235213878342,0.9964346828382811,1.0098853991427996,0.0004919408681602947,4.2,3.0000000000000004
6-8,True,True,-3.389885064934365,0.786978275487108,0.00016322272559667034,-9.516309741125553e-05,5.681929133568269e-05,-2.874282528861206,-0.4155538063145218,-3.066841237679842,-0.5103727553464189,-0.00017453269865317085,1.2245330798367011,-0.00014233498408219972,0.9986317622524044,0.9853435617055339,1.0117099096119833,0.00046588836092467797,4.2,3.4000000000000004
7-1,True,True,-3.3664684782648426,0.7316541495922109,0.00019834229546706074,-0.00011563872074373059,6.904472786576771e-05,-3.2072520173274617,-0.6100004468140133,-3.3846399916228833,-0.7012094192752735,-0.00013641486841200763,1.2024653425763305,-0.00011327405532689802,0.9984844564911022,0.987747838959832,1.0132933074468065,0.00036885458151215,4.2,3.6000000000000005
7-2,True,True,-5.351599116524524,1.6116696967591255,0.05020168770167491,-0.028673307713188278,0.016709637272736173,-2.512682676572056,-0.515808929127757,-2.688285432331258,-0.6112631466133683,-8.99199310451758e-05,1.2251151138177603,-7.341260263177733e-05,1.0002108318310716,0.991428810361572,1.0144113441382354,0.00039763312063582034,4.2,3.8000000000000003
7-3,True,True,-3.585398952114276,0.7896025670912332,0.0002069705175129206,-0.00012066919877327314,7.204828916729932e-05,-3.1145218682039406,-0.596309502757051,-3.2595348729582057,-0.6716090508170381,-0.0001110790589913093,1.1789360922217982,-9.414729376426867e-05,0.9992310306876887,0.9901497093277016,1.0037541438073125,0.0003095067942036622,4.2,1.8
7-4,True,True,-3.5101099447616932,0.759306816971365,0.00021090246516799067,-0.00012296162659757007,7.341703533002506e-05,-3.605495658740257,-0.7137074530765395,-3.765094958707559,-0.794268792969152,-0.00011308424273346712,1.1821241139439378,-9.556734401344839e-05,0.9990115256830483,0.9898647080822458,1.0050150991028675,0.00036149994129498715,4.2,2.0000000000000004
7-5,True,True,-3.7887409027437497,0.6706427900801903,0.05183280632325468,-0.030087750444175436,0.01789275537842788,-2.727357770441657,-0.20602169754239763,-2.890229910659247,-0.2879491448862753,-2.6589087232892265e-05,1.2103920570852382,-2.192263677791944e-05,0.9979652627388078,0.9934961665113254,1.0058755611607282,0.00037346264211195657,4.2,2.2
7-6,True,True,-3.4567364728154164,0.7530000388505731,0.00016313727016179554,-9.511327466847517e-05,5.678954353412737e-05,-3.2372054508872528,-0.6435654536146146,-3.3866591706094193,-0.7307296489396189,-0.0001243897720401463,1.1868669652146717,-0.00010468717907944757,0.998874364773397,0.9885756216262078,1.0073554111851266,0.0003475267453414565,4.2,2.4000000000000004
7-7,True,True,-3.4998057659019457,0.7642535407935271,0.0001369703118133015,-7.98572568733355e-05,4.768059118489588e-05,-2.633791971078374,-0.5780833256058254,-2.780221326915104,-0.6619637148138986,-0.00011928327801828192,1.1883948851138357,-0.00010027353257136383,0.9990046819625519,0.9896912446622507,1.0083129431199547,0.00027428757392985114,4.2,2.6000000000000005
7-8,True,True,-2.8349227858266586,0.0416081350780767,0.10291322070014379,-0.05944776123816724,0.035262613304736005,-2.890979451176062,-0.5373465972278701,-3.051642185587345,-0.6156770578631224,4.1484786504498e-05,1.2070292280207033,3.420873139750774e-05,0.9953272543857585,0.9955301675728193,1.0048970137967572,0.00043000459024469773,4.2,2.0
8-1,True,True,-3.5208848919228113,0.7745420387551801,0.00026672915614374984,-0.000155510040502886,9.285080600909706e-05,-3.5971041589522708,-0.6512039515988015,-3.77336488955431,-0.7319692116408398,-0.00011843734315948716,1.1872576162575859,-9.965725929894999e-05,0.9989994452907299,0.9891614128824823,1.0061553243453645,0.0003009207195808914,4.2,2.2
8-2,True,True,-3.4095637699947794,0.7495276627349303,0.00014495549700177927,-8.451282767795344e-05,5.046030560232718e-05,-2.8952155034234885,-0.48310638204260087,-3.0595975382325737,-0.5675553553090942,-0.0001392050838315445,1.2130280568904495,-0.00011461462939179076,0.9987477278530106,0.987597742070882,1.0072620847809308,0.00038976546068482154,4.2,2.4000000000000004
8-3,True,True,-3.1671720317470062,0.2548552620439633,0.08720443910279295,-0.050384411128698695,0.029915428146521737,-2.7595961938188043,-0.48182756770942897,-2.924837313696049,-0.5630267987972544,2.2432049646126275e-05,1.2109761010179922,1.845459345441243e-05,0.9962563376885067,0.9948961650787378,1.0086742176329697,0.0004205045259746164,4.2,2.6000000000000005
8-4,True,True,-3.4355585616727415,0.7151810838899024,0.0001933763501069072,-0.00011274344534430481,6.731603784944683e-05,-2.916847857190974,-0.5882651065883129,-3.0679900508568143,-0.6757957143182391,-0.00010821542369274729,1.1943955168833034,-9.049319660461145e-05,0.998791712352102,0.9901735937888977,1.00975804281527,0.0003342659809381932,4.2,2.8000000000000003
8-5,True,True,-3.5459690646860613,0.7833271137886353,0.00014206311320939425,-8.282649264354394e-05,4.9453440922464944e-05,-2.885749406190528,-0.2742237758944356,-3.030545212750753,-0.34793507835482446,-0.00011777104572945669,1.1831478327317495,-9.945438822289426e-05,0.9991355952794104,0.9894694465891586,1.0059286026584433,0.0002955976365442556,4.2,2.2000000000000006
8-6,True,True,-3.445767416962156,0.7636994629814857,0.0001591316222404034,-9.277787767062962e-05,5.539514164920752e-05,-3.3412600778047974,-0.4656870035463231,-3.547013290740562,-0.5590080206270712,-0.00013798533749059295,1.2323995732838506,-0.00011183026937714505,0.9987987040290232,0.9882441178034725,1.0069723765665686,0.00034393986122327653,4.2,2.4000000000000004
8-7,True,True,-3.4046100230989627,0.6782779433184909,0.00016058129581770827,-9.362307509854466e-05,5.5899785993488754e-05,-3.645068147379936,-0.6554710849800095,-3.8127638946609537,-0.741785403545846,-9.650917573703073e-05,1.1949725731814431,-8.066032035700034e-05,0.9987327094501383,0.9910961724735685,1.0082164525517514,0.00032909845867258353,4.2,2.6000000000000005
8-8,True,True,-3.0305968087774895,0.16166358979236528,0.08107974952221761,-0.04710682388204756,0.028089587822142367,-2.998234126855437,-0.5347019493493436,-3.1662850445309263,-0.6178784108834345,3.242187359991444e-05,1.2168628214553847,2.6529734463958208e-05,0.9957181355601713,0.9949559799988452,1.009566059043171,0.00041991285756843986,4.2,2.8000000000000007
9-1,True,True,-4.591939098007012,1.1115655186379274,0.09198183336962404,-0.052484389635764184,0.030630798063369644,-2.829959553389468,-0.470835471091123,-3.0084698549527746,-0.5627980723476568,-4.612285075242679e-05,1.229362524114524,-3.7477474397790007e-05,0.9989279017121548,0.9930341804151107,1.0106087046544345,0.0002929065911149391,4.2,3.0000000000000004
9-2,True,True,-3.513264795458794,0.4700907462841356,0.06678596505066425,-0.038643741487587396,0.02292550686909491,-2.1457628318839244,-0.21645051419756736,-2.3141691965227618,-0.3007733047452068,4.2950676837922434e-07,1.2172475018888183,3.518104594170631e-07,0.9970515819337945,0.9944278169611972,1.0072645827893252,0.000371998398119417,4.2,2.4000000000000004
9-3,True,True,-3.743187258988928,0.6150290189241892,0.07643870878022983,-0.044141153055879546,0.02616376053447207,-2.780133382886545,-0.3746921482900113,-2.9523808103752334,-0.4612649812571205,-1.3928158730193587e-05,1.2211116999841274,-1.1379933384204282e-05,0.9977032908425701,0.993994353356149,1.0085870447890757,0.00034708627602400484,4.2,2.6
9-4,True,True,-4.058737527263101,0.7785251741822268,0.06928516110399521,-0.040206636200060986,0.023928369656671906,-2.9445335838863382,-0.4563005255241543,-3.118890081365487,-0.5444058800833412,-1.8570128530212322e-05,1.224043581942245,-1.5139651403982208e-05,0.9979248718573861,0.9939750460812726,1.0092529523629878,0.0003786375853318141,4.2,2.8000000000000003
9-5,True,True,-4.19320093157876,0.8461398530900497,0.10130220007117627,-0.05778949984816105,0.03374174799453169,-2.7115819011716167,-0.32712921004069245,-2.880100861470518,-0.41210422348947146,-2.698938947297755e-05,1.216557758217779,-2.215167789252555e-05,0.9984959320652668,0.9939409353837141,1.010621053327191,0.0003661236328643325,4.2,3.0
9-6,True,True,-4.554355006899022,1.1118774961602478,0.0789435471415771,-0.045223700085185094,0.02649375080517728,-2.7007694916739666,-0.41565135152029864,-2.8753106606719494,-0.5061796992021889,-5.328625369343768e-05,1.2253080955994198,-4.344219735041429e-05,0.9989457395584501,0.9923298898926091,1.0119328810214188,0.0003817520378028789,4.2,3.2
9-7,True,True,-4.006194226372972,0.7446017496959995,0.09931851420180267,-0.05667080166443615,0.03319885290462628,-2.10805733000809,-0.1575610952889871,-2.2729966137846467,-0.24134215358842803,-1.4495489521078298e-05,1.214656304056481,-1.1909309926101988e-05,0.9979461788901436,0.994145734134513,1.0086045642826502,0.0003930160510660295,4.2,2.6000000000000005
9-8,True,True,-3.2443093704814174,0.2436444526541136,0.0897054450518334,-0.05184343068642449,0.030780459836334935,-2.6008801086644837,-0.2655992661610854,-2.762965504602449,-0.34582241387594165,2.8398090531151526e-05,1.207009295587176,2.3440054124336336e-05,0.9962769569350072,0.9953839729514588,1.0096194629303292,0.0003777226706703882,4.2,2.8000000000000003
