seed,A,B,C,D
20290794,0.059069502361384835,0.1707024788042841,0.17446380900063496,0.1873639847370624
20290795,0.009065002850706124,-0.1799774724687339,0.007580166182572592,-0.06676915462620908
20290796,0.010168881424187213,-0.22667640564084096,-0.08133005370324127,-0.12958477379272348
20290797,0.14570597235943059,0.04045061111419985,-0.07352491226792117,0.1484315592959569
20290798,-0.0111017788055802,-0.1177312261779841,-0.06131025587874998,-0.13050266594042195
20290799,-0.1405075441859449,-0.1937819746821227,0.018603953567200324,-0.11333568306042759
20290800,-0.12489426164526808,-0.15367632613953078,0.036433992264949235,-0.15743050192045158
20290801,0.28703542613541305,0.217026452659426,-0.06587875334454264,0.24706896940304313
20290802,0.07821039686514254,0.1924501191882625,-0.02383237844105233,0.09990326136959851
20290803,0.11558628552159465,0.13133475019747956,-0.1504064553068351,0.053786680066604746
20290804,-0.12341542431720781,-0.16560303209355812,-0.25259021510475177,-0.3601766792503169
20290805,-0.19040405557530482,-0.249890886872787,0.010219875814809981,-0.3869905286237695
20290806,-0.004883462819639169,-0.1249334447382506,-0.056510783820136544,-0.05630938364900476
20290807,-0.06421993581428437,-0.020718752018226056,0.02055673876104866,-0.04561564016356357
20290808,-0.028673845880178635,-0.01752409863768302,0.0065572787000806034,-0.23837599082778127
20290809,-0.24422113570254458,-0.10873820191989207,-0.11276359601712263,-0.19254137639368835
20290810,0.16212016679988853,-0.0021237695712905814,-0.06331103579318446,-0.01927873474920912
20290811,0.16182619913629845,0.07277510391113108,0.03562108168502157,0.17356260639862903
20290812,-0.15325914151167347,-0.18467196311713752,0.05092239854188853,-0.10232097728804611
20290813,-0.08798932118456741,-0.11499252332687068,-0.004184539701103588,0.0032396193448180877
20290814,0.04870564238481646,0.02309449425051721,-0.11257761647485134,-0.04609258412266179
20290815,-0.02337342892544742,-0.05561696556680604,-0.06179320275464796,-0.04730744137696857
20290816,0.09817320095893779,0.09250396333256915,0.07747847737620399,-0.11904101268435723
20290817,-0.2230854606244257,-0.07166222465837853,-0.18834928160021094,-0.028097698521213913
20290818,0.09212286649504824,0.13902591570706863,0.028223895374683623,0.2205070904230763
20290819,-0.09848216697271103,-0.1738221403214341,-0.02442331343826911,-0.20750961762576448
20290820,-0.23655997842898288,-0.11573944228626527,0.0909349971605414,-0.05028309173813482
20290821,-0.0318594954590833,-0.07744559716324892,-0.04244233134832592,-0.25059955455938654
20290822,0.04129345772429533,0.17557395025029524,0.06451990281794771,0.14505095651668837
20290823,-0.03629000810319083,-0.15802585421632645,0.02410534841438597,0.04821933422958403
20290824,0.06194318625647964,0.08282401360579696,0.23101358853124773,0.1887078268356536
20290825,0.3395146534263143,0.33061812797811485,0.05323514414013288,0.5670563708923667
20290826,0.0904220535842771,0.19189517939915407,0.2058613552740767,0.3941356890676183
20290827,0.09940906501403074,-0.10069907416415935,0.057758646555376034,-0.06347554162564403
20290828,-0.08996310406867218,-0.195596777776234,-0.07002129766513338,-0.21976917712786775
20290829,-0.1188949215720013,0.12038893781663305,0.021342652310646613,-0.05613540409159785
20290830,-0.12239553650475248,-0.07912541490325277,-0.049446560883864905,-0.04801835784430365
20290831,0.10811710713037749,0.11623138891012351,-0.05783063863625525,0.08177639127632472
20290832,0.12352941177859988,0.03751692941826455,0.14935957046405007,0.22845915605558814
20290833,0.08339982602851831,0.11196285204579232,-0.23957164714576282,-0.04769139626228035
20290834,0.04253232144942492,-0.14726602165669467,-0.28001319857965423,0.014659277535301846
20290835,0.06751657318454447,0.2552783023389422,-0.05003149654100842,0.24961567016577516
20290836,0.1343072262202237,0.16652093250148878,-0.06236613973164495,0.14667676548418043
20290837,-0.07909829919598602,-0.19421992716433797,-0.07179710232682035,0.014479298682811951
20290838,0.2042505324644046,0.18782462105418046,0.060611332760214395,0.08206135779276705
20290839,0.052434232240351764,0.08025329252868393,0.1548969613516753,0.06101583064161548
20290840,-0.19778024419538634,-0.2426196757981989,0.08521462640068152,-0.1268580941775016
20290841,0.27770045298140994,0.15523315722357006,-0.07204307526982427,0.2150057368319686
20290842,-0.019347871736285407,-0.020019827851403025,-0.08304286529415894,-0.22005414364431006
20290843,-0.04344722081059811,0.14390338650215123,0.0735369109480677,0.08200436448947859
20290844,0.2028346882071136,0.0416054858104525,0.081324054363168,0.11419358225729608
20290845,0.13664096950872445,0.009826933779022521,-0.08492065873709144,0.14425305027064986
20290846,-0.1353391127128256,-0.20478478087914792,0.009271980083233827,-0.349803898051816
20290847,0.23793082763572437,0.14344743597272158,0.044047154817924795,0.25023659720686525
20290848,-0.06936436992711065,-0.057362776146595754,-0.052971173176909137,-0.07758288401331019
20290849,0.01682514923547672,0.08602166666087573,0.27248702645774103,0.07705194639846501
20290850,0.22779794225197672,0.13829099544581694,-0.06412094670307548,0.3638122520706127
20290851,-0.04332723400913278,-0.0009388981296807232,0.11923088461610422,-0.046908488253949304
20290852,-0.07678555359774167,-0.08441384110972919,-0.02425533191621764,0.033629048587736646
20290853,-0.08667546570852198,-0.07716062808235541,0.12788793234182821,-0.021723447495530176
20290854,0.1267540570679808,0.0833249592532624,0.1838107808347846,0.28788517350020953
20290855,-0.03268140504912085,0.09790337749686723,-0.01931787503591907,-0.11360565133916242
20290856,0.18142904282569772,0.08336095534769104,0.14717881034741756,0.10016423070570887
20290857,-0.12361340253962562,-0.15190651816345527,-0.012022677506826653,-0.0867318090148798
20290858,0.10022797493403167,0.20974324288669496,0.0780094189726881,0.18148467555572587
20290859,-0.03863575007183814,-0.15258144493399256,-0.02175660677570202,-0.022464360438280238
20290860,-0.01584125746346096,-0.1372651067546003,0.05953145154702638,-0.12131774516835439
20290861,0.17512073673865766,0.14948578081312833,0.01806401296060631,0.07828180189047929
20290862,-0.060689324181166876,-0.04767082772168068,-0.06817350092256719,-0.03256117406296328
20290863,-0.029084800675197406,-0.13016787680308403,-0.07568767436433384,-0.17383557432490537
20290864,-0.11273959865682956,0.1402257855213571,-0.014416414196060101,0.1556967056414656
20290865,-0.0751807301281428,-0.15608206511717915,0.0715331313635966,-0.10349383947677192
20290866,0.026547079824205556,-0.054006140341123776,-0.04420313765982973,-0.11616435069206042
20290867,-0.062243153260142965,-0.04540307377267549,-0.1212676605709783,-0.1336492962114536
20290868,0.018076011640752843,-0.07555280253120887,0.10429252783366992,-0.22467960015330035
20290869,0.10533941267645497,0.11137791551132668,-0.14561298258829494,0.213418923282516
20290870,-0.1567177610639118,-0.17680081713540519,0.11219365871016228,-0.032711156440038185
20290871,-0.24347421786342285,-0.24612029598138552,0.07379188290118155,-0.29210567759109757
20290872,0.14006059335048654,0.38903678956128446,-0.034199238087657347,0.03147530165294092
20290873,0.14108948017305178,0.0669377372646177,0.045600983896900885,-0.0035665809268413946
20290874,0.09989201188992873,0.06274119258914379,0.04060053394583302,-0.045486655319279146
20290875,0.09700932898472404,0.007271211074588092,-0.08204697484199665,-0.03894442403127151
20290876,-0.0014638389778770973,-0.11693331275148229,0.00624531301627073,-0.17972088280132492
20290877,0.01182769895444548,0.10375874219059494,0.014137444882653196,0.08694778363786768
20290878,-0.08116507185122643,-0.08641162435051948,-0.06305006449999737,-0.08974345514654401
20290879,-0.1620001799984232,-0.10642545285285104,0.12301046886226231,-0.09748254580360943
20290880,-0.09627740949578549,0.07626972474524624,-0.00836308006213391,-0.14249525681133185
20290881,0.3197918229354498,0.41710174451749166,-0.07110417854835802,0.33817126488588584
20290882,-0.07572966974484673,-0.14105669536775184,0.03703392627227591,-0.2831277324993933
20290883,0.053598104214565526,-0.013153572839137288,-0.20618231996799646,-0.08861858731848218
20290884,-0.10894501606048831,-0.2143207462282055,0.04963254042613617,-0.06716810774922835
20290885,0.26598374181831985,0.24923395814946406,-0.0892821789703564,0.1302836916698926
20290886,-0.004241533431799622,0.06483796508961288,-0.18820529743845255,0.13995755499122436
20290887,0.1996010439076228,0.1920841588949045,-0.002735699073409657,0.25399515557636254
20290888,0.11105078442620495,0.0692924817751588,0.06115427303684505,0.04349488935172432
20290889,-0.02023577406712889,0.019437890991473118,0.029498755140252818,-0.015733151355158213
20290890,0.062243153260142965,0.0723401511034515,-0.028388877226698462,-0.05160293665639403
20290891,-0.060149383574572855,0.13464939055945144,0.20449050606733526,0.1929283309265416
20290892,-0.029087800345234043,0.06183829055389173,-0.07073221946381548,-0.007640102288195989
20290893,-0.0525542190418171,-0.025452238435594046,-0.015184329725438253,-0.012082580297154867
20290894,-0.06005039446336396,-0.14063374125821518,-0.0968533461428191,0.0005639337378016671
20290895,-0.06580076192359018,-0.059339561665636004,-0.026229114800322414,-0.10194602134535884
20290896,0.15010048896309852,0.08750350588152198,0.03871074182275398,0.15983921889627464
20290897,-0.22948675648260133,-0.19857845426474083,0.006005339413340059,-0.3120773309223927
20290898,0.10283768786590272,0.21187901115612845,-0.03090560038743388,0.25975447885603914
20290899,0.10445750968568476,0.02279752647148082,-0.12963673997318548,-0.036088759571765196
20290900,-0.068641449448282,-0.1874196649918581,0.10592734800363512,-0.16731134092214672
20290901,-0.21087380390529112,-0.0265231222448465,0.21892791795365177,-0.023409249413852178
20290902,-0.0015328313887196655,0.19957734588513598,0.2058703542841866,0.2909478136400792
20290903,0.22051474340303084,0.1614784796069415,0.09358670547292533,0.15072029037012002
20290904,0.02448630650903841,0.2560882144635869,0.09232384438750267,0.2745877359487479
20290905,0.20988991213327535,0.08721253745155702,-0.07651258362440803,0.12558024432482337
20290906,0.10722620512949738,0.015625304656571526,0.034472208060990994,0.13628598640043052
20290907,0.03855175931081241,-0.09699147643800801,-0.08321084681621041,-0.1672153522008188
20290908,-0.09682334944245274,-0.08877836755920347,0.09721030687717848,-0.11624534117568087
20290909,-0.22926178122985386,-0.11484253960008463,-0.18587755349002502,-0.27421877930114363
20290910,-0.020427752949473427,-0.1506346561603095,-0.22613312538164518,-0.19451214482845267
20290911,-0.07030626631861353,-0.013441541594566519,-0.06307706153032705,-0.27485770422748274
20290912,-0.09827818941021994,0.006968243946480256,0.007220205778176585,0.09558976820492407
20290913,-0.07310195879275587,-0.0676066646860835,0.08295287519305994,-0.07428627136520365
20290914,0.04647688754759784,0.06725270309086842,0.04878663347580555,0.08785067754785864
20290915,0.004364519903301591,0.006776264776194101,-0.11693013769800642,0.03735161118673595
20290916,0.07183909770733321,0.08155215160265118,0.24411314758122574,0.3132321952258696
20290917,-0.05425503195258823,-0.055919932694913875,0.01315055344060081,0.07032373696288448
20290918,-0.21105978344756238,-0.15753090791793245,0.12464228936219088,-0.15054631081271314
20290919,0.10731919490063302,-0.02318748416112457,0.14183339834213687,0.16832822143871462
20290920,-0.1669676335790881,-0.18378105978002834,-0.018088010320899378,-0.2259574500059786
20290921,0.06468488466996256,0.07449991676917075,0.08184299727950557,0.03289413494006958
20290922,-0.003902570717660048,0.06484996378775577,-0.08619251883262401,-0.01844483273267261
20290923,0.05439301677427337,-0.1608395489308329,-0.09817020128890117,0.04886425845100615
20290924,-0.1292347841882766,-0.1608365492562972,0.014428412876206637,-0.15870835177312978
20290925,0.06897141315231169,0.12482245678042893,-0.07268200498762718,0.1672153522008188
20290926,-0.10202177761593843,-0.015115359985498927,0.10498845128216887,0.06520333860954702
20290927,-0.09869814321534863,-0.20042625377874507,0.1299787023573617,-0.017679922609590563
20290928,0.20334163244330464,0.1333085360419841,-0.164783873792419,0.06937584833977105
20290929,0.2551969283665862,0.25406343415197513,-0.08270390258001936,0.35038582967486664
20290930,0.026136125029186785,0.08425185868480023,-0.004502504724986728,0.07677897847218866
20290931,-0.10955994841799817,-0.0878754655239514,0.10651228366077863,-0.0970415976150092
20290932,0.2728199898318074,0.24185775846612573,-0.09408165102896984,0.16519658940539048
20290933,0.002999670036633396,0.12266569078924543,-0.025956144826988777,0.1663664519465748
20290934,-0.18799532053588822,-0.11470755424597719,0.0845486996525489,-0.08412511530131785
20290935,-0.13559108499590275,-0.12957394124501126,-0.03264540900868125,-0.04496471664705846
20290936,-0.08342382338881138,-0.010117902208987475,-0.11893691695251415,-0.05968098748564877
20290937,0.28614752380456954,0.35235976901302185,0.067348591662493,0.3347396680984119
20290938,-0.0638449770597052,-0.030056738847926028,-0.07125116238015305,-0.10455271505892079
20290939,-0.22114767378076047,-0.250847783049682,-0.04780574137382644,-0.18642209540903193
20290940,0.04178840328033984,0.17984848646369792,-0.03177250502802093,0.1526310658540544
20290941,-0.10586435493286582,-0.09491570165928896,-0.0463209047056929,0.027839728832645065
20290942,0.18872724002482677,0.12454948639767831,-0.17119416866070453,0.14404607459028645
20290943,-0.0893811680815653,-0.017731076180647783,0.04471008189602077,0.1295247808418935
20290944,0.03186549479915657,-0.03280744039718233,-0.15459999401804858,-0.09712258809862966
20290945,-0.22097369291863572,-0.13621222099256217,0.07553169152242892,-0.22076805975918665
20290946,0.012226655069317725,0.13156272546219439,0.12230554640365347,0.20555984672379066
20290947,0.3361310256249918,0.2502868439115022,-0.050196478393023256,0.12394243676716533
20290948,-0.08166301707730757,-0.025683213374844572,-0.09621741609505281,-0.1555137271414342
20290949,-0.06300806911948448,-0.01938089717529442,-0.026448090712996655,-0.15180316313260087
20290950,0.15985541592223032,0.15017570595634416,-0.1684674685974048,0.021216507061016975
20290951,-0.10361460240539076,-0.0500825660484005,-0.028163901973950956,0.006218269353525829
20290952,0.009454959955468465,-0.04786580656650256,-0.03688994211051751,0.07820081140685883
20290953,-0.04997150314027574,-0.11003706099385933,0.050526442097052926,-0.12182468560286756
20290954,0.18791732911493575,0.19293606646304934,-0.029558748540985485,-0.03072838941510786
20290955,0.21943786185987946,0.29251626202538467,0.007079221286454814,0.3244058823179505
20290956,-0.0667096619446901,-0.19341901406330042,0.041332453434771564,0.032159221292402514
20290957,0.17584365721748632,0.1148365402510132,0.09811320755820511,0.06482538301931823
20290958,-0.18215496297456296,-0.1773827539953351,0.08165101839716105,-0.10036520709098926
20290959,0.062441131482560766,0.20234604548160662,0.1808081111281146,0.06814299320021526
20290960,0.1424573297097566,0.21802534427982112,-0.04537000930408012,0.17470247246439835
20290961,-0.013810480848660154,-0.08770748374995102,0.013591504935985916,-0.07952965526774256
20290962,-0.17662657109704763,-0.06163431268546268,0.1712961574419501,0.024972065782972758
20290963,0.0015298317186830319,-0.038638807694624265,0.04952455230481738,0.04001229855604488
20290964,0.0656597774318684,0.11093096400550423,0.04804871464679374,0.19298832387737158
20290965,-0.014269430364265066,-0.02233557659297976,0.10887302397960912,-0.09732656413145153
20290966,0.052962174166799235,0.11733526913926891,0.0620391756976519,0.25280429550238775
20290967,0.0871974082948962,-0.07311406713366755,-0.143804181556205,-0.20589280760089693
20290968,-0.16850346463784438,-0.13805102148295922,0.07746947836609408,-0.25429811997805385
20290969,-0.0304226535115359,-0.08802844892527317,-0.1510333863444915,-0.05327074068946705
20290970,-0.07913729490646226,0.014569419219997678,0.03561208267491168,0.0030686394349526886
20290971,0.008147103819496305,-0.06714471480758245,0.12298047216189596,0.011329668764238812
20290972,0.1002309746040683,-0.02896485731692353,-0.034073251946118745,0.05550847775542473
20290973,0.04988751237925001,-0.05220033627061964,-0.07383687795173105,-0.08338720200610926
20290974,0.09138794733607306,0.11066099329728933,-0.14812970574903037,-0.08086449842370927
20290975,0.15689174192603653,0.08024429350507677,-0.0411824699329399,0.07661699750494777
20290976,-0.01892191859108346,-0.06955645313430225,-0.06528481867728923,-0.08499201344081082
20290977,0.05200527942511319,-0.029642783761996503,-0.03742088370700161,0.2476688989113428
20290978,-0.12734499206519756,0.05654986434741532,-0.129558748552233,0.012928480903857368
20290979,0.02747097819548864,-0.0819361099432235,0.01691513933657572,0.024756091159984887
20290980,-0.09325374209885902,0.0502535474969366,0.039703632604879635,-0.21438480979087843
20290981,-0.059495455506586775,0.08295599928536869,-0.00586435492161829,0.0279627143818465
20290982,0.17732249454554658,0.20463479715236188,6.299307076930132e-05,0.08514499546542724
20290983,0.031154573000474455,0.18267717955088295,0.10402555720040955,0.07583108984907523
20290984,0.08789933108346841,0.1396618467086415,-0.13248942617802384,0.07077368409410922
20290985,-0.2761046285219209,-0.14635412059783542,-0.13682694905099574,-0.15946426295358734
20290986,0.062294147650765734,0.19712661178945182,0.047004829474045315,0.03785855162124915
20290987,-0.0974472808100725,-0.17961751152444735,-0.16134625193043714,-0.19952455587029622
20290988,0.1670816210404802,0.0535141937172655,-0.1300596934483508,-0.010957712469093031
20290989,-0.07689354171906047,-0.11847514546284296,0.052941176476542805,-0.15272405492784083
20290990,-0.006914239434439979,0.09932222355226336,0.09339472659058079,-0.08644384285089597
20290991,0.15430002701438528,0.22431266210669265,0.14354021059298128,0.30646499037224956
20290992,-0.1439931607685129,-0.12171479396142182,0.09994000661051486,-0.1773271640632093
20290993,-0.03988661247711427,-0.023046499457945676,-0.01891291958097356,0.01275450134645047
20290994,0.3275939647007332,0.29766970287775363,0.054267030632734775,0.2834186983109187
20290995,-0.009331973483966496,0.079596363805361,-0.10874103849799722,-0.0016468065002825279
20290996,-0.16270510245703204,-0.1762338786481539,-0.013198548161186945,-0.10543461143612125
20290997,-0.031091579929705147,0.11251179248582929,0.18255691875947186,-0.018672805945826477
20290998,-0.062003179657212304,-0.04495912194138875,0.21656417796478467,0.11752619067590062
20290999,0.12030176681918237,0.025635218582273037,0.000461949185641543,0.18693203549108664
20291000,0.02848486666787073,-0.138623959319282,-0.20300266972916509,-0.06286661317471988
20291001,-0.057809640945998816,-0.09052117846445747,-0.19604943458424887,-0.18876482013894205
20291002,0.012979572248512705,-0.07362701147927589,0.03482016978524046,-0.23268865908910064
20291003,0.18753337135024664,0.2669500359574332,0.12306446292292172,0.21236604699545011
20291004,0.26850646431912856,0.2449864190068829,0.091240963504278,0.41851082498983294
20291005,0.15531691515680396,-0.13424143482259338,0.0428712841635645,0.024012178569693326
20291006,-0.0926508084214957,0.00035696126975081813,0.14756576778214328,-0.0914862503681545
20291007,0.06321204668197555,0.1582298320847555,0.12154662988438523,0.13861971218771618
20291008,0.05961844197808874,-0.01860998081961408,-0.09653538111893595,-0.13706889440876158
20291009,-0.028685844560325167,0.07567578918717344,0.07048024718073828,0.0011458653608523235
20291010,-0.056777754453396924,0.06047343864013859,0.07052524223128777,0.13137256372745643
20291011,-0.05635780064826825,-0.18100336115995055,0.03191648918977934,-0.2317407704659872
20291012,0.3574196838749791,0.2365873303068636,-0.11672316046547872,0.333758783352342
20291013,0.16446890843857248,0.049533625608363524,-0.05618681945618015,0.10644849230514766
20291014,-0.1522632510595112,-0.27868476274117443,-0.014443411226389802,-0.1454949043528301
20291015,-0.12806791254402622,-0.09916624047640583,-0.09130095690501068,-0.21607361135674194
20291016,0.24060653330840134,0.17794369313351496,-0.08998110208889197,0.26418795792237354
20291017,-0.11807901132203702,-0.11497452527965636,0.013708492067414622,-0.19149749904924696
20291018,-0.2081141074715884,-0.2567181461160884,0.008063113058470569,-0.36380025348044676
20291019,-0.2125716171460256,-0.10561554072820635,0.14374718782550897,0.07125662734829044
20291020,-0.20363859977693136,-0.2903055018925582,0.016696163423901483,-0.13402125250659938
20291021,0.2131955485136454,0.15328936812442276,0.0838917719145262,0.34899699286315294
20291022,-0.021687614364859456,0.09883927595201225,0.08189699134016498,0.0772319252509549
20291023,-0.0019557848638849743,0.02757900768142035,-0.06194618592651626,0.03649371198986746
20291024,-0.29312475630977886,-0.2602307649974178,-0.02307946126185735,-0.22658437634215173
20291025,-0.0352011278798929,-0.11828916564162824,0.15201127877643397,-0.031238329497162556
20291026,-0.17792242855287324,-0.18947744172336284,-0.008159102499642839,0.015844138314193647
20291027,0.05033146354467175,0.03306841208179007,-0.06055133935948173,0.002189742705293707
20291028,-0.07843237244785341,-0.1946158842030532,-0.13767285600132634,-0.1519681437473833
20291029,-0.035939046708904715,-0.0019227913773972637,-0.024630290670796817,-0.0015028234182906128
20291030,0.006161322255244995,-0.05472906190423258,0.03155052944531006,-0.083831149842251
20291031,-0.1381348051869679,-0.17593091152004606,0.07655457900492091,-0.21090221899519898
20291032,-0.32784893665384707,-0.22587549253980335,0.15046044936749453,-0.20067342087869003
20291033,0.09827219007014669,0.1736151627784693,0.09153793083790472,0.19116153852459916
20291034,0.03786483487242336,0.1547592086469261,0.027770945199151985,0.06732708906892775
20291035,-0.021963584008229727,-0.028004961465492757,0.0206317305119645,-0.07853077263642363
20291036,-0.03385127636340787,-0.07898742987460959,0.135990041110775,0.038206510736062946
20291037,0.09461559229549057,0.17157238441964323,0.049047604768992656,0.2878491777297115
20291038,-0.10742718302195182,-0.12895000894158126,-0.05850256472446112,-0.2166915387502906
20291039,-0.03631100579344726,0.05985550568578004,-0.03900170981630742,-0.10202401218143776
20291040,0.11107778145653467,0.11595241917830146,-0.04182139965074281,-0.08957547488422012
20291041,0.1333773285088673,0.12048492740177616,-0.0937006929343174,0.08313523161262341
20291042,0.20943096261767044,0.20749948633397558,-0.01680115187518365,0.2541271400681885
20291043,0.13736688965758975,0.1759489095672604,-0.10848306687484677,0.11263376553571701
20291044,0.2915169331701433,0.24390353649948757,0.298041215499821,0.2973940562067589
20291045,-0.025941146476805607,0.17449406741743564,-0.008345082041914108,0.2364922121717204
20291046,-0.06885742569091961,-0.14623113394187087,-0.20464648890924017,-0.22524053424356053
20291047,-0.11854995951778846,-0.10703138710906672,0.09200587936361952,0.08507600357197277
20291048,0.03497015328707213,0.03935872958319735,0.11183669797580291,0.21162513405270003
20291049,-0.15238323786097654,-0.12225473537785161,-0.15222125567899833,-0.3409759353371867
20291050,0.0620211776774321,0.19000838411618548,-0.006437291898615268,0.09539479111472668
20291051,-0.047946725865548205,-0.03983567783437701,0.027671956087943077,-0.08752371596583533
20291052,0.13459519454374047,0.19186218297926114,0.0015298317186830319,0.037573585104806816
20291053,-0.08115607284111653,-0.07967135566875402,0.018207997122364716,0.047313440672051565
20291054,-0.0943306236420104,0.021873626714478702,0.00730419653920232,0.005351371214032841
20291055,0.08015718271891761,0.15369132451220938,-0.05004649489119158,0.07527015575881506
20291056,-0.2743798182508567,-0.09444175308264502,0.044080151188327754,-0.15485080503476306
20291057,0.01300056993876914,-0.06435201781482605,0.004481507034730293,0.10057818206643562
20291058,0.1307886132672527,0.08565270669298203,0.07438881723847159,0.18219259237551944
20291059,0.021645618984346585,0.054660069389910984,-0.0966373699001815,-0.05356170650099238
20291060,0.16133125358025394,0.30722366627402553,0.08471968084463702,0.2926906088616897
20291061,0.15748567659328994,0.08977425950506289,-0.00973392926887537,0.11900801656140073
