plate,repeat,method,scope,n,rmse
3496,1,size_matched|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical|real,coverage_matched_q4|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical,39,0.057522451353733434
3496,1,size_matched|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical|wrong,dynamic_ood_q4,520,0.05458702837098091
3496,1,size_matched|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical|wrong,coverage_matched_q4|acid_oer_same_reaction|obelix_wrong_ionic,37,0.04334225379741009
3496,1,size_matched|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical|wrong,coverage_matched_q4|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical,39,0.05718028316951754
3496,1,size_matched|orr_adjacent_oxygen_electrocatalysis|obelix_wrong_ionic|real,dynamic_ood_q4,520,0.05478153793552948
3496,1,size_matched|orr_adjacent_oxygen_electrocatalysis|obelix_wrong_ionic|real,coverage_matched_q4|acid_oer_same_reaction|obelix_wrong_ionic,37,0.043999308482529774
3496,1,size_matched|orr_adjacent_oxygen_electrocatalysis|obelix_wrong_ionic|real,coverage_matched_q4|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical,39,0.057750730685601284
3496,1,size_matched|orr_adjacent_oxygen_electrocatalysis|obelix_wrong_ionic|wrong,dynamic_ood_q4,520,0.05400696463336687
3496,1,size_matched|orr_adjacent_oxygen_electrocatalysis|obelix_wrong_ionic|wrong,coverage_matched_q4|acid_oer_same_reaction|obelix_wrong_ionic,37,0.043195154584764625
3496,1,size_matched|orr_adjacent_oxygen_electrocatalysis|obelix_wrong_ionic|wrong,coverage_matched_q4|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical,39,0.05709080718503977
3496,1,size_matched|ocx_adjacent_electrocatalysis|borg_wrong_mechanical|real,dynamic_ood_q4,520,0.05525991809540558
3496,1,size_matched|ocx_adjacent_electrocatalysis|borg_wrong_mechanical|real,coverage_matched_q4|acid_oer_same_reaction|obelix_wrong_ionic,37,0.04470853782516703
3496,1,size_matched|ocx_adjacent_electrocatalysis|borg_wrong_mechanical|real,coverage_matched_q4|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical,39,0.06353264248402293
3496,1,size_matched|ocx_adjacent_electrocatalysis|borg_wrong_mechanical|real,coverage_matched_q4|ocx_adjacent_electrocatalysis|borg_wrong_mechanical,194,0.0570277285065708
3496,1,size_matched|ocx_adjacent_electrocatalysis|borg_wrong_mechanical|wrong,dynamic_ood_q4,520,0.05456949867249716
3496,1,size_matched|ocx_adjacent_electrocatalysis|borg_wrong_mechanical|wrong,coverage_matched_q4|acid_oer_same_reaction|obelix_wrong_ionic,37,0.043264716351335865
3496,1,size_matched|ocx_adjacent_electrocatalysis|borg_wrong_mechanical|wrong,coverage_matched_q4|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical,39,0.05750349571446558
3496,1,size_matched|ocx_adjacent_electrocatalysis|borg_wrong_mechanical|wrong,coverage_matched_q4|ocx_adjacent_electrocatalysis|borg_wrong_mechanical,194,0.055565879993553426
3496,1,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|real,dynamic_ood_q4,520,0.056247500488685924
3496,1,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|real,coverage_matched_q4|acid_oer_same_reaction|obelix_wrong_ionic,37,0.0452836837279882
3496,1,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|real,coverage_matched_q4|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical,39,0.06388106627580388
3496,1,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|real,coverage_matched_q4|ocx_adjacent_electrocatalysis|borg_wrong_mechanical,194,0.05759309666850767
3496,1,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|real,coverage_matched_q4|ocx_adjacent_electrocatalysis|obelix_wrong_ionic,120,0.053649550234248736
3496,1,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|wrong,dynamic_ood_q4,520,0.054550501684268046
3496,1,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|wrong,coverage_matched_q4|acid_oer_same_reaction|obelix_wrong_ionic,37,0.04319473078176297
3496,1,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|wrong,coverage_matched_q4|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical,39,0.05882539214829294
3496,1,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|wrong,coverage_matched_q4|ocx_adjacent_electrocatalysis|borg_wrong_mechanical,194,0.05562946080709318
3496,1,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|wrong,coverage_matched_q4|ocx_adjacent_electrocatalysis|obelix_wrong_ionic,120,0.05247795186864665
3496,1,skill_matched_wrong|acid_oer_same_reaction,dynamic_ood_q4,520,0.05383854481983909
3496,1,skill_matched_wrong|orr_adjacent_oxygen_electrocatalysis,dynamic_ood_q4,520,0.05409908171025446
3496,1,skill_matched_wrong|ocx_adjacent_electrocatalysis,dynamic_ood_q4,520,0.0539988371511264
3496,2,size_matched|acid_oer_same_reaction|borg_wrong_mechanical|real,dynamic_ood_q4,521,0.05539169712329899
3496,2,size_matched|acid_oer_same_reaction|borg_wrong_mechanical|real,coverage_matched_q4|acid_oer_same_reaction|borg_wrong_mechanical,43,0.05859149953650706
3496,2,size_matched|acid_oer_same_reaction|borg_wrong_mechanical|wrong,dynamic_ood_q4,521,0.055976782821341234
3496,2,size_matched|acid_oer_same_reaction|borg_wrong_mechanical|wrong,coverage_matched_q4|acid_oer_same_reaction|borg_wrong_mechanical,43,0.0605415795260383
3496,2,size_matched|acid_oer_same_reaction|obelix_wrong_ionic|real,dynamic_ood_q4,521,0.05568185946687453
3496,2,size_matched|acid_oer_same_reaction|obelix_wrong_ionic|real,coverage_matched_q4|acid_oer_same_reaction|borg_wrong_mechanical,43,0.058900299479687675
3496,2,size_matched|acid_oer_same_reaction|obelix_wrong_ionic|real,coverage_matched_q4|acid_oer_same_reaction|obelix_wrong_ionic,65,0.053956913786419085
3496,2,size_matched|acid_oer_same_reaction|obelix_wrong_ionic|wrong,dynamic_ood_q4,521,0.05530083978472865
3496,2,size_matched|acid_oer_same_reaction|obelix_wrong_ionic|wrong,coverage_matched_q4|acid_oer_same_reaction|borg_wrong_mechanical,43,0.05883592342681342
3496,2,size_matched|acid_oer_same_reaction|obelix_wrong_ionic|wrong,coverage_matched_q4|acid_oer_same_reaction|obelix_wrong_ionic,65,0.0539161376316821
3496,2,size_matched|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical|real,dynamic_ood_q4,521,0.05550109982631708
3496,2,size_matched|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical|real,coverage_matched_q4|acid_oer_same_reaction|borg_wrong_mechanical,43,0.05886772111174799
3496,2,size_matched|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical|real,coverage_matched_q4|acid_oer_same_reaction|obelix_wrong_ionic,65,0.05365134983789929
3496,2,size_matched|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical|real,coverage_matched_q4|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical,20,0.0471079347595444
3496,2,size_matched|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical|wrong,dynamic_ood_q4,521,0.05662528096123391
3496,2,size_matched|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical|wrong,coverage_matched_q4|acid_oer_same_reaction|borg_wrong_mechanical,43,0.05794448129730808
3496,2,size_matched|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical|wrong,coverage_matched_q4|acid_oer_same_reaction|obelix_wrong_ionic,65,0.05321836936214252
3496,2,size_matched|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical|wrong,coverage_matched_q4|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical,20,0.04828260995329793
3496,2,size_matched|orr_adjacent_oxygen_electrocatalysis|obelix_wrong_ionic|real,dynamic_ood_q4,521,0.05548882592511761
3496,2,size_matched|orr_adjacent_oxygen_electrocatalysis|obelix_wrong_ionic|real,coverage_matched_q4|acid_oer_same_reaction|borg_wrong_mechanical,43,0.059076911671794886
3496,2,size_matched|orr_adjacent_oxygen_electrocatalysis|obelix_wrong_ionic|real,coverage_matched_q4|acid_oer_same_reaction|obelix_wrong_ionic,65,0.05383548322642032
3496,2,size_matched|orr_adjacent_oxygen_electrocatalysis|obelix_wrong_ionic|real,coverage_matched_q4|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical,20,0.047153959516756716
3496,2,size_matched|orr_adjacent_oxygen_electrocatalysis|obelix_wrong_ionic|wrong,dynamic_ood_q4,521,0.05551013534071143
3496,2,size_matched|orr_adjacent_oxygen_electrocatalysis|obelix_wrong_ionic|wrong,coverage_matched_q4|acid_oer_same_reaction|borg_wrong_mechanical,43,0.059090880116862005
3496,2,size_matched|orr_adjacent_oxygen_electrocatalysis|obelix_wrong_ionic|wrong,coverage_matched_q4|acid_oer_same_reaction|obelix_wrong_ionic,65,0.0537794972024325
3496,2,size_matched|orr_adjacent_oxygen_electrocatalysis|obelix_wrong_ionic|wrong,coverage_matched_q4|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical,20,0.04582291123149549
3496,2,size_matched|ocx_adjacent_electrocatalysis|borg_wrong_mechanical|real,dynamic_ood_q4,521,0.05541813269702717
3496,2,size_matched|ocx_adjacent_electrocatalysis|borg_wrong_mechanical|real,coverage_matched_q4|acid_oer_same_reaction|borg_wrong_mechanical,43,0.057599083033138654
3496,2,size_matched|ocx_adjacent_electrocatalysis|borg_wrong_mechanical|real,coverage_matched_q4|acid_oer_same_reaction|obelix_wrong_ionic,65,0.053532890431094986
3496,2,size_matched|ocx_adjacent_electrocatalysis|borg_wrong_mechanical|real,coverage_matched_q4|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical,20,0.04540862654897448
3496,2,size_matched|ocx_adjacent_electrocatalysis|borg_wrong_mechanical|real,coverage_matched_q4|ocx_adjacent_electrocatalysis|borg_wrong_mechanical,129,0.06093991811029558
3496,2,size_matched|ocx_adjacent_electrocatalysis|borg_wrong_mechanical|wrong,dynamic_ood_q4,521,0.05571046940430987
3496,2,size_matched|ocx_adjacent_electrocatalysis|borg_wrong_mechanical|wrong,coverage_matched_q4|acid_oer_same_reaction|borg_wrong_mechanical,43,0.058204493349564346
3496,2,size_matched|ocx_adjacent_electrocatalysis|borg_wrong_mechanical|wrong,coverage_matched_q4|acid_oer_same_reaction|obelix_wrong_ionic,65,0.053438096853203394
3496,2,size_matched|ocx_adjacent_electrocatalysis|borg_wrong_mechanical|wrong,coverage_matched_q4|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical,20,0.04796364358413291
3496,2,size_matched|ocx_adjacent_electrocatalysis|borg_wrong_mechanical|wrong,coverage_matched_q4|ocx_adjacent_electrocatalysis|borg_wrong_mechanical,129,0.06100054535497179
3496,2,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|real,dynamic_ood_q4,521,0.05520277061266474
3496,2,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|real,coverage_matched_q4|acid_oer_same_reaction|borg_wrong_mechanical,43,0.058202302816676585
3496,2,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|real,coverage_matched_q4|acid_oer_same_reaction|obelix_wrong_ionic,65,0.05326298351768245
3496,2,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|real,coverage_matched_q4|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical,20,0.04497999368130358
3496,2,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|real,coverage_matched_q4|ocx_adjacent_electrocatalysis|borg_wrong_mechanical,129,0.061174051037869256
3496,2,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|real,coverage_matched_q4|ocx_adjacent_electrocatalysis|obelix_wrong_ionic,128,0.05244991074651737
3496,2,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|wrong,dynamic_ood_q4,521,0.055220998627253534
3496,2,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|wrong,coverage_matched_q4|acid_oer_same_reaction|borg_wrong_mechanical,43,0.0585751702682801
3496,2,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|wrong,coverage_matched_q4|acid_oer_same_reaction|obelix_wrong_ionic,65,0.05341794695397419
3496,2,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|wrong,coverage_matched_q4|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical,20,0.04573316483218764
3496,2,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|wrong,coverage_matched_q4|ocx_adjacent_electrocatalysis|borg_wrong_mechanical,129,0.061229398510225505
3496,2,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|wrong,coverage_matched_q4|ocx_adjacent_electrocatalysis|obelix_wrong_ionic,128,0.052392266899686735
3496,2,skill_matched_wrong|acid_oer_same_reaction,dynamic_ood_q4,521,0.05569971280669331
3496,2,skill_matched_wrong|orr_adjacent_oxygen_electrocatalysis,dynamic_ood_q4,521,0.055676563529314604
3496,2,skill_matched_wrong|ocx_adjacent_electrocatalysis,dynamic_ood_q4,521,0.05590767933894804
3496,3,size_matched|acid_oer_same_reaction|borg_wrong_mechanical|real,dynamic_ood_q4,510,0.05173496269016956
3496,3,size_matched|acid_oer_same_reaction|borg_wrong_mechanical|real,coverage_matched_q4|acid_oer_same_reaction|borg_wrong_mechanical,43,0.05913105043442372
3496,3,size_matched|acid_oer_same_reaction|borg_wrong_mechanical|wrong,dynamic_ood_q4,510,0.052171838764973624
3496,3,size_matched|acid_oer_same_reaction|borg_wrong_mechanical|wrong,coverage_matched_q4|acid_oer_same_reaction|borg_wrong_mechanical,43,0.05884510234500927
3496,3,size_matched|acid_oer_same_reaction|obelix_wrong_ionic|real,dynamic_ood_q4,510,0.051889441847379716
3496,3,size_matched|acid_oer_same_reaction|obelix_wrong_ionic|real,coverage_matched_q4|acid_oer_same_reaction|borg_wrong_mechanical,43,0.05949682742120623
3496,3,size_matched|acid_oer_same_reaction|obelix_wrong_ionic|real,coverage_matched_q4|acid_oer_same_reaction|obelix_wrong_ionic,73,0.05134753345582906
3496,3,size_matched|acid_oer_same_reaction|obelix_wrong_ionic|wrong,dynamic_ood_q4,510,0.05196075765998295
3496,3,size_matched|acid_oer_same_reaction|obelix_wrong_ionic|wrong,coverage_matched_q4|acid_oer_same_reaction|borg_wrong_mechanical,43,0.059583952187689304
3496,3,size_matched|acid_oer_same_reaction|obelix_wrong_ionic|wrong,coverage_matched_q4|acid_oer_same_reaction|obelix_wrong_ionic,73,0.05132309319905702
3496,3,size_matched|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical|real,dynamic_ood_q4,510,0.05202032920647134
3496,3,size_matched|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical|real,coverage_matched_q4|acid_oer_same_reaction|borg_wrong_mechanical,43,0.059721592791569376
3496,3,size_matched|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical|real,coverage_matched_q4|acid_oer_same_reaction|obelix_wrong_ionic,73,0.05149130201447069
3496,3,size_matched|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical|wrong,dynamic_ood_q4,510,0.05175288444833292
3496,3,size_matched|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical|wrong,coverage_matched_q4|acid_oer_same_reaction|borg_wrong_mechanical,43,0.05969502490229355
3496,3,size_matched|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical|wrong,coverage_matched_q4|acid_oer_same_reaction|obelix_wrong_ionic,73,0.0514615972788725
3496,3,size_matched|orr_adjacent_oxygen_electrocatalysis|obelix_wrong_ionic|real,dynamic_ood_q4,510,0.052083499906598024
3496,3,size_matched|orr_adjacent_oxygen_electrocatalysis|obelix_wrong_ionic|real,coverage_matched_q4|acid_oer_same_reaction|borg_wrong_mechanical,43,0.059681732365893164
3496,3,size_matched|orr_adjacent_oxygen_electrocatalysis|obelix_wrong_ionic|real,coverage_matched_q4|acid_oer_same_reaction|obelix_wrong_ionic,73,0.05140152730851866
3496,3,size_matched|orr_adjacent_oxygen_electrocatalysis|obelix_wrong_ionic|wrong,dynamic_ood_q4,510,0.052003666066878076
3496,3,size_matched|orr_adjacent_oxygen_electrocatalysis|obelix_wrong_ionic|wrong,coverage_matched_q4|acid_oer_same_reaction|borg_wrong_mechanical,43,0.060443288957814985
3496,3,size_matched|orr_adjacent_oxygen_electrocatalysis|obelix_wrong_ionic|wrong,coverage_matched_q4|acid_oer_same_reaction|obelix_wrong_ionic,73,0.05198054271229548
3496,3,size_matched|ocx_adjacent_electrocatalysis|borg_wrong_mechanical|real,dynamic_ood_q4,510,0.05155357569501116
3496,3,size_matched|ocx_adjacent_electrocatalysis|borg_wrong_mechanical|real,coverage_matched_q4|acid_oer_same_reaction|borg_wrong_mechanical,43,0.05840055425224588
3496,3,size_matched|ocx_adjacent_electrocatalysis|borg_wrong_mechanical|real,coverage_matched_q4|acid_oer_same_reaction|obelix_wrong_ionic,73,0.05061010727585063
3496,3,size_matched|ocx_adjacent_electrocatalysis|borg_wrong_mechanical|real,coverage_matched_q4|ocx_adjacent_electrocatalysis|borg_wrong_mechanical,128,0.05573833477755485
3496,3,size_matched|ocx_adjacent_electrocatalysis|borg_wrong_mechanical|wrong,dynamic_ood_q4,510,0.051777863232759444
3496,3,size_matched|ocx_adjacent_electrocatalysis|borg_wrong_mechanical|wrong,coverage_matched_q4|acid_oer_same_reaction|borg_wrong_mechanical,43,0.05927978209870873
3496,3,size_matched|ocx_adjacent_electrocatalysis|borg_wrong_mechanical|wrong,coverage_matched_q4|acid_oer_same_reaction|obelix_wrong_ionic,73,0.051142457491993004
3496,3,size_matched|ocx_adjacent_electrocatalysis|borg_wrong_mechanical|wrong,coverage_matched_q4|ocx_adjacent_electrocatalysis|borg_wrong_mechanical,128,0.05535251181815579
3496,3,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|real,dynamic_ood_q4,510,0.05178371451021082
3496,3,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|real,coverage_matched_q4|acid_oer_same_reaction|borg_wrong_mechanical,43,0.058552044653254934
3496,3,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|real,coverage_matched_q4|acid_oer_same_reaction|obelix_wrong_ionic,73,0.05079601693004244
3496,3,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|real,coverage_matched_q4|ocx_adjacent_electrocatalysis|borg_wrong_mechanical,128,0.05541775371991564
3496,3,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|real,coverage_matched_q4|ocx_adjacent_electrocatalysis|obelix_wrong_ionic,134,0.05346864364666615
3496,3,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|wrong,dynamic_ood_q4,510,0.05174655188476614
3496,3,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|wrong,coverage_matched_q4|acid_oer_same_reaction|borg_wrong_mechanical,43,0.05965174721334176
3496,3,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|wrong,coverage_matched_q4|acid_oer_same_reaction|obelix_wrong_ionic,73,0.05141514411788043
3496,3,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|wrong,coverage_matched_q4|ocx_adjacent_electrocatalysis|borg_wrong_mechanical,128,0.05549973461128411
3496,3,size_matched|ocx_adjacent_electrocatalysis|obelix_wrong_ionic|wrong,coverage_matched_q4|ocx_adjacent_electrocatalysis|obelix_wrong_ionic,134,0.054027790963129166
3496,3,skill_matched_wrong|acid_oer_same_reaction,dynamic_ood_q4,510,0.05208256348835534
3496,3,skill_matched_wrong|orr_adjacent_oxygen_electrocatalysis,dynamic_ood_q4,510,0.05197191036396213
3496,3,skill_matched_wrong|ocx_adjacent_electrocatalysis,dynamic_ood_q4,510,0.05196635168123443
3496,4,size_matched|acid_oer_same_reaction|borg_wrong_mechanical|real,dynamic_ood_q4,521,0.05497822411879015
3496,4,size_matched|acid_oer_same_reaction|borg_wrong_mechanical|real,coverage_matched_q4|acid_oer_same_reaction|borg_wrong_mechanical,37,0.04841084327722489
3496,4,size_matched|acid_oer_same_reaction|borg_wrong_mechanical|wrong,dynamic_ood_q4,521,0.05510426222958739
3496,4,size_matched|acid_oer_same_reaction|borg_wrong_mechanical|wrong,coverage_matched_q4|acid_oer_same_reaction|borg_wrong_mechanical,37,0.050040103229709025
3496,4,size_matched|acid_oer_same_reaction|obelix_wrong_ionic|real,dynamic_ood_q4,521,0.05488777220169675
3496,4,size_matched|acid_oer_same_reaction|obelix_wrong_ionic|real,coverage_matched_q4|acid_oer_same_reaction|borg_wrong_mechanical,37,0.048144665858568775
3496,4,size_matched|acid_oer_same_reaction|obelix_wrong_ionic|real,coverage_matched_q4|acid_oer_same_reaction|obelix_wrong_ionic,67,0.047285561561878506
3496,4,size_matched|acid_oer_same_reaction|obelix_wrong_ionic|wrong,dynamic_ood_q4,521,0.05578935892784872
3496,4,size_matched|acid_oer_same_reaction|obelix_wrong_ionic|wrong,coverage_matched_q4|acid_oer_same_reaction|borg_wrong_mechanical,37,0.05057410245231445
3496,4,size_matched|acid_oer_same_reaction|obelix_wrong_ionic|wrong,coverage_matched_q4|acid_oer_same_reaction|obelix_wrong_ionic,67,0.0482003091148693
3496,4,size_matched|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical|real,dynamic_ood_q4,521,0.05533270871444547
3496,4,size_matched|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical|real,coverage_matched_q4|acid_oer_same_reaction|borg_wrong_mechanical,37,0.05084284417753173
3496,4,size_matched|orr_adjacent_oxygen_electrocatalysis|borg_wrong_mechanical|real,coverage_matched_q4|acid_oer_same_reaction|obelix_wrong_ionic,67,0.0483988588361133
